Species,Common name,Year,No. sites,Collated Index,Time period
Hesperia comma,Silver-spotted Skipper,2010,25,2.38,1976-2012
Hesperia comma,Silver-spotted Skipper,2011,32,2.32,1976-2012
Hesperia comma,Silver-spotted Skipper,2012,28,2,1976-2012
Ochlodes sylvanus,Large Skipper,1976,35,1.85,1976-2012
Ochlodes sylvanus,Large Skipper,1977,45,1.82,1976-2012
Ochlodes sylvanus,Large Skipper,1978,47,2,1976-2012
Ochlodes sylvanus,Large Skipper,1979,68,1.93,1976-2012
Ochlodes sylvanus,Large Skipper,1980,67,1.98,1976-2012
Ochlodes sylvanus,Large Skipper,1981,75,1.77,1976-2012
Ochlodes sylvanus,Large Skipper,1982,79,2.07,1976-2012
Ochlodes sylvanus,Large Skipper,1983,91,2.07,1976-2012
Ochlodes sylvanus,Large Skipper,1984,99,2.29,1976-2012
Ochlodes sylvanus,Large Skipper,1985,102,2.08,1976-2012
Ochlodes sylvanus,Large Skipper,1986,113,2.14,1976-2012
Ochlodes sylvanus,Large Skipper,1987,126,2.15,1976-2012
Ochlodes sylvanus,Large Skipper,1988,146,2.14,1976-2012
Ochlodes sylvanus,Large Skipper,1989,183,2.05,1976-2012
Ochlodes sylvanus,Large Skipper,1990,207,1.96,1976-2012
Ochlodes sylvanus,Large Skipper,1991,228,1.86,1976-2012
Ochlodes sylvanus,Large Skipper,1992,255,2.18,1976-2012
Ochlodes sylvanus,Large Skipper,1993,288,2.15,1976-2012
Ochlodes sylvanus,Large Skipper,1994,316,2.21,1976-2012
Ochlodes sylvanus,Large Skipper,1995,365,2.22,1976-2012
Ochlodes sylvanus,Large Skipper,1996,408,2.16,1976-2012
Ochlodes sylvanus,Large Skipper,1997,411,2.09,1976-2012
Ochlodes sylvanus,Large Skipper,1998,419,1.92,1976-2012
Ochlodes sylvanus,Large Skipper,1999,439,1.93,1976-2012
Ochlodes sylvanus,Large Skipper,2000,459,1.97,1976-2012
Ochlodes sylvanus,Large Skipper,2001,433,1.93,1976-2012
Ochlodes sylvanus,Large Skipper,2002,482,1.98,1976-2012
Ochlodes sylvanus,Large Skipper,2003,545,2,1976-2012
Ochlodes sylvanus,Large Skipper,2004,481,1.96,1976-2012
Ochlodes sylvanus,Large Skipper,2005,459,1.89,1976-2012
Ochlodes sylvanus,Large Skipper,2006,507,1.93,1976-2012
Ochlodes sylvanus,Large Skipper,2007,444,1.86,1976-2012
Ochlodes sylvanus,Large Skipper,2008,482,1.72,1976-2012
Ochlodes sylvanus,Large Skipper,2009,541,1.94,1976-2012
Ochlodes sylvanus,Large Skipper,2010,584,2.06,1976-2012
Ochlodes sylvanus,Large Skipper,2011,576,2.04,1976-2012
Ochlodes sylvanus,Large Skipper,2012,458,1.7,1976-2012
Erynnis tages,Dingy Skipper,1976,13,2.19,1976-2012
Erynnis tages,Dingy Skipper,1977,15,1.77,1976-2012
Erynnis tages,Dingy Skipper,1978,20,1.95,1976-2012
Erynnis tages,Dingy Skipper,1979,29,2.14,1976-2012
Erynnis tages,Dingy Skipper,1980,33,2.12,1976-2012
Erynnis tages,Dingy Skipper,1981,32,1.94,1976-2012
Erynnis tages,Dingy Skipper,1982,39,2.1,1976-2012
Erynnis tages,Dingy Skipper,1983,41,2.1,1976-2012
Erynnis tages,Dingy Skipper,1984,48,2.13,1976-2012
Erynnis tages,Dingy Skipper,1985,48,2.14,1976-2012
Erynnis tages,Dingy Skipper,1986,56,2,1976-2012
Erynnis tages,Dingy Skipper,1987,66,2.12,1976-2012
Erynnis tages,Dingy Skipper,1988,85,2.18,1976-2012
Erynnis tages,Dingy Skipper,1989,106,1.99,1976-2012
Erynnis tages,Dingy Skipper,1990,126,2.16,1976-2012
Erynnis tages,Dingy Skipper,1991,122,1.97,1976-2012
Erynnis tages,Dingy Skipper,1992,151,1.99,1976-2012
Erynnis tages,Dingy Skipper,1993,156,1.99,1976-2012
Erynnis tages,Dingy Skipper,1994,163,1.9,1976-2012
Erynnis tages,Dingy Skipper,1995,181,2.02,1976-2012
Erynnis tages,Dingy Skipper,1996,205,1.86,1976-2012
Erynnis tages,Dingy Skipper,1997,203,2.15,1976-2012
Erynnis tages,Dingy Skipper,1998,206,1.96,1976-2012
Erynnis tages,Dingy Skipper,1999,211,1.93,1976-2012
Erynnis tages,Dingy Skipper,2000,212,1.9,1976-2012
Erynnis tages,Dingy Skipper,2001,165,1.84,1976-2012
Erynnis tages,Dingy Skipper,2002,189,1.96,1976-2012
Erynnis tages,Dingy Skipper,2003,212,1.94,1976-2012
Erynnis tages,Dingy Skipper,2004,192,1.92,1976-2012
Erynnis tages,Dingy Skipper,2005,161,1.98,1976-2012
Erynnis tages,Dingy Skipper,2006,177,1.85,1976-2012
Erynnis tages,Dingy Skipper,2007,198,1.9,1976-2012
Erynnis tages,Dingy Skipper,2008,218,1.78,1976-2012
Erynnis tages,Dingy Skipper,2009,190,1.92,1976-2012
Erynnis tages,Dingy Skipper,2010,242,2.05,1976-2012
Erynnis tages,Dingy Skipper,2011,281,2.15,1976-2012
Erynnis tages,Dingy Skipper,2012,169,2.03,1976-2012
Pyrgus malvae,Grizzled Skipper,1976,15,2.42,1976-2012
Pyrgus malvae,Grizzled Skipper,1977,16,2.41,1976-2012
Pyrgus malvae,Grizzled Skipper,1978,18,2,1976-2012
Pyrgus malvae,Grizzled Skipper,1979,26,1.93,1976-2012
Pyrgus malvae,Grizzled Skipper,1980,28,2.08,1976-2012
Pyrgus malvae,Grizzled Skipper,1981,27,1.83,1976-2012
Pyrgus malvae,Grizzled Skipper,1982,34,1.88,1976-2012
Pyrgus malvae,Grizzled Skipper,1983,38,2.01,1976-2012
Pyrgus malvae,Grizzled Skipper,1984,41,1.93,1976-2012
Pyrgus malvae,Grizzled Skipper,1985,47,2.18,1976-2012
Pyrgus malvae,Grizzled Skipper,1986,49,2,1976-2012
Pyrgus malvae,Grizzled Skipper,1987,63,2.04,1976-2012
Pyrgus malvae,Grizzled Skipper,1988,79,1.94,1976-2012
Pyrgus malvae,Grizzled Skipper,1989,94,1.82,1976-2012
Pyrgus malvae,Grizzled Skipper,1990,107,2.1,1976-2012
Pyrgus malvae,Grizzled Skipper,1991,111,2.1,1976-2012
Pyrgus malvae,Grizzled Skipper,1992,126,1.98,1976-2012
Pyrgus malvae,Grizzled Skipper,1993,131,1.96,1976-2012
Pyrgus malvae,Grizzled Skipper,1994,139,1.82,1976-2012
Pyrgus malvae,Grizzled Skipper,1995,159,1.94,1976-2012
Pyrgus malvae,Grizzled Skipper,1996,176,2.07,1976-2012
Pyrgus malvae,Grizzled Skipper,1997,175,2.39,1976-2012
Pyrgus malvae,Grizzled Skipper,1998,185,2.03,1976-2012
Pyrgus malvae,Grizzled Skipper,1999,190,1.89,1976-2012
Pyrgus malvae,Grizzled Skipper,2000,181,1.89,1976-2012
Pyrgus malvae,Grizzled Skipper,2001,134,1.89,1976-2012
Pyrgus malvae,Grizzled Skipper,2002,165,2.06,1976-2012
Pyrgus malvae,Grizzled Skipper,2003,161,1.84,1976-2012
Pyrgus malvae,Grizzled Skipper,2004,143,1.94,1976-2012
Pyrgus malvae,Grizzled Skipper,2005,121,1.96,1976-2012
Pyrgus malvae,Grizzled Skipper,2006,146,1.8,1976-2012
Pyrgus malvae,Grizzled Skipper,2007,163,1.95,1976-2012
Pyrgus malvae,Grizzled Skipper,2008,175,1.83,1976-2012
Pyrgus malvae,Grizzled Skipper,2009,142,1.96,1976-2012
Pyrgus malvae,Grizzled Skipper,2010,169,1.9,1976-2012
Pyrgus malvae,Grizzled Skipper,2011,232,2.19,1976-2012
Pyrgus malvae,Grizzled Skipper,2012,120,2.03,1976-2012
Papilio machaon,Swallowtail,1976,1,2.39,1976-2012
Papilio machaon,Swallowtail,1977,1,1.43,1976-2012
Papilio machaon,Swallowtail,1979,2,1.83,1976-2012
Papilio machaon,Swallowtail,1980,2,1.65,1976-2012
Papilio machaon,Swallowtail,1981,2,1.69,1976-2012
Papilio machaon,Swallowtail,1982,2,2.01,1976-2012
Papilio machaon,Swallowtail,1983,2,1.69,1976-2012
Papilio machaon,Swallowtail,1984,2,1.75,1976-2012
Papilio machaon,Swallowtail,1985,2,2.35,1976-2012
Papilio machaon,Swallowtail,1986,2,1.83,1976-2012
Papilio machaon,Swallowtail,1987,2,2.04,1976-2012
Papilio machaon,Swallowtail,1988,1,1.81,1976-2012
Papilio machaon,Swallowtail,1989,3,2.13,1976-2012
Papilio machaon,Swallowtail,1990,2,1.97,1976-2012
Papilio machaon,Swallowtail,1991,2,1.94,1976-2012
Papilio machaon,Swallowtail,1992,2,2.07,1976-2012
Papilio machaon,Swallowtail,1993,2,2.19,1976-2012
Papilio machaon,Swallowtail,1994,1,1.79,1976-2012
Papilio machaon,Swallowtail,1995,1,2.31,1976-2012
Papilio machaon,Swallowtail,1996,2,2.14,1976-2012
Papilio machaon,Swallowtail,1997,1,2.09,1976-2012
Papilio machaon,Swallowtail,1999,2,2.22,1976-2012
Papilio machaon,Swallowtail,2000,1,2.1,1976-2012
Papilio machaon,Swallowtail,2001,2,2.08,1976-2012
Papilio machaon,Swallowtail,2002,1,1.94,1976-2012
Papilio machaon,Swallowtail,2003,2,2.02,1976-2012
Papilio machaon,Swallowtail,2004,1,2.27,1976-2012
Papilio machaon,Swallowtail,2005,1,2.17,1976-2012
Papilio machaon,Swallowtail,2008,4,1.96,1976-2012
Papilio machaon,Swallowtail,2009,2,1.66,1976-2012
Papilio machaon,Swallowtail,2010,5,2.24,1976-2012
Papilio machaon,Swallowtail,2011,5,2.39,1976-2012
Papilio machaon,Swallowtail,2012,6,1.87,1976-2012
Leptidea sinapis,Wood White,1979,6,3.12,1976-2012
Leptidea sinapis,Wood White,1980,6,3.12,1976-2012
Leptidea sinapis,Wood White,1981,7,2.14,1976-2012
Leptidea sinapis,Wood White,1982,6,2.47,1976-2012
Leptidea sinapis,Wood White,1983,6,2.3,1976-2012
Leptidea sinapis,Wood White,1984,8,2.46,1976-2012
Leptidea sinapis,Wood White,1985,10,2.53,1976-2012
Leptidea sinapis,Wood White,1986,12,1.49,1976-2012
Leptidea sinapis,Wood White,1987,15,1.83,1976-2012
Leptidea sinapis,Wood White,1988,14,1.47,1976-2012
Leptidea sinapis,Wood White,1989,18,1.88,1976-2012
Leptidea sinapis,Wood White,1990,17,2.17,1976-2012
Leptidea sinapis,Wood White,1991,18,1.98,1976-2012
Leptidea sinapis,Wood White,1992,19,2.08,1976-2012
Leptidea sinapis,Wood White,1993,21,1.77,1976-2012
Leptidea sinapis,Wood White,1994,25,1.87,1976-2012
Leptidea sinapis,Wood White,1995,31,1.99,1976-2012
Leptidea sinapis,Wood White,1996,30,1.93,1976-2012
Leptidea sinapis,Wood White,1997,34,2.01,1976-2012
Leptidea sinapis,Wood White,1998,32,1.84,1976-2012
Leptidea sinapis,Wood White,1999,33,1.79,1976-2012
Leptidea sinapis,Wood White,2000,34,1.94,1976-2012
Leptidea sinapis,Wood White,2001,25,1.77,1976-2012
Leptidea sinapis,Wood White,2002,31,2.01,1976-2012
Leptidea sinapis,Wood White,2003,32,2.06,1976-2012
Leptidea sinapis,Wood White,2004,21,2.15,1976-2012
Leptidea sinapis,Wood White,2005,17,2.12,1976-2012
Leptidea sinapis,Wood White,2006,33,1.49,1976-2012
Leptidea sinapis,Wood White,2007,33,1.85,1976-2012
Leptidea sinapis,Wood White,2008,38,1.38,1976-2012
Leptidea sinapis,Wood White,2009,27,1.28,1976-2012
Leptidea sinapis,Wood White,2010,43,2.14,1976-2012
Leptidea sinapis,Wood White,2011,51,1.99,1976-2012
Leptidea sinapis,Wood White,2012,36,1.58,1976-2012
Gonepteryx rhamni,Brimstone,1976,33,1.98,1976-2012
Gonepteryx rhamni,Brimstone,1977,40,2.08,1976-2012
Gonepteryx rhamni,Brimstone,1978,47,1.96,1976-2012
Gonepteryx rhamni,Brimstone,1979,58,1.94,1976-2012
Gonepteryx rhamni,Brimstone,1980,62,1.96,1976-2012
Gonepteryx rhamni,Brimstone,1981,66,1.84,1976-2012
Gonepteryx rhamni,Brimstone,1982,70,2.07,1976-2012
Gonepteryx rhamni,Brimstone,1983,83,2.02,1976-2012
Gonepteryx rhamni,Brimstone,1984,89,2.14,1976-2012
Gonepteryx rhamni,Brimstone,1985,94,2.11,1976-2012
Gonepteryx rhamni,Brimstone,1986,101,1.85,1976-2012
Gonepteryx rhamni,Brimstone,1987,120,1.78,1976-2012
Gonepteryx rhamni,Brimstone,1988,140,1.97,1976-2012
Gonepteryx rhamni,Brimstone,1989,174,1.88,1976-2012
Gonepteryx rhamni,Brimstone,1990,201,1.95,1976-2012
Gonepteryx rhamni,Brimstone,1991,214,2.11,1976-2012
Gonepteryx rhamni,Brimstone,1992,242,2.13,1976-2012
Gonepteryx rhamni,Brimstone,1993,267,1.99,1976-2012
Gonepteryx rhamni,Brimstone,1994,280,1.86,1976-2012
Gonepteryx rhamni,Brimstone,1995,348,1.99,1976-2012
Gonepteryx rhamni,Brimstone,1996,369,2.16,1976-2012
Gonepteryx rhamni,Brimstone,1997,393,2.06,1976-2012
Gonepteryx rhamni,Brimstone,1998,394,1.98,1976-2012
Gonepteryx rhamni,Brimstone,1999,407,1.95,1976-2012
Gonepteryx rhamni,Brimstone,2000,445,2.1,1976-2012
Gonepteryx rhamni,Brimstone,2001,381,1.98,1976-2012
Gonepteryx rhamni,Brimstone,2002,484,2.01,1976-2012
Gonepteryx rhamni,Brimstone,2003,506,1.97,1976-2012
Gonepteryx rhamni,Brimstone,2004,450,2.07,1976-2012
Gonepteryx rhamni,Brimstone,2005,413,2.11,1976-2012
Gonepteryx rhamni,Brimstone,2006,368,2.11,1976-2012
Gonepteryx rhamni,Brimstone,2007,486,2.08,1976-2012
Gonepteryx rhamni,Brimstone,2008,359,1.91,1976-2012
Gonepteryx rhamni,Brimstone,2009,430,2.06,1976-2012
Gonepteryx rhamni,Brimstone,2010,431,2,1976-2012
Gonepteryx rhamni,Brimstone,2011,546,2.02,1976-2012
Gonepteryx rhamni,Brimstone,2012,364,1.82,1976-2012
Pieris brassicae,Large White,1976,33,2.01,1976-2012
Pieris brassicae,Large White,1977,49,1.82,1976-2012
Pieris brassicae,Large White,1978,55,2.17,1976-2012
Pieris brassicae,Large White,1979,76,2.43,1976-2012
Pieris brassicae,Large White,1980,78,2.09,1976-2012
Pieris brassicae,Large White,1981,85,1.99,1976-2012
Pieris brassicae,Large White,1982,89,2.15,1976-2012
Pieris brassicae,Large White,1983,101,2.06,1976-2012
Pieris brassicae,Large White,1984,107,1.92,1976-2012
Pieris brassicae,Large White,1985,109,1.89,1976-2012
Pieris brassicae,Large White,1986,120,2.1,1976-2012
Pieris brassicae,Large White,1987,136,1.75,1976-2012
Pieris brassicae,Large White,1988,151,2.26,1976-2012
Pieris brassicae,Large White,1989,189,2.18,1976-2012
Pieris brassicae,Large White,1990,221,1.98,1976-2012
Pieris brassicae,Large White,1991,242,1.99,1976-2012
Pieris brassicae,Large White,1992,272,2.58,1976-2012
Pieris brassicae,Large White,1993,287,1.94,1976-2012
Pieris brassicae,Large White,1994,321,1.95,1976-2012
Pieris brassicae,Large White,1995,383,1.93,1976-2012
Pieris brassicae,Large White,1996,408,1.64,1976-2012
Pieris brassicae,Large White,1997,431,2.04,1976-2012
Pieris brassicae,Large White,1998,437,2.09,1976-2012
Pieris brassicae,Large White,1999,450,1.86,1976-2012
Pieris brassicae,Large White,2000,484,1.92,1976-2012
Pieris brassicae,Large White,2001,444,1.85,1976-2012
Pieris brassicae,Large White,2002,520,1.97,1976-2012
Pieris brassicae,Large White,2003,598,2.02,1976-2012
Pieris brassicae,Large White,2004,570,1.93,1976-2012
Pieris brassicae,Large White,2005,517,2.03,1976-2012
Pieris brassicae,Large White,2006,542,1.96,1976-2012
Pieris brassicae,Large White,2007,522,1.82,1976-2012
Pieris brassicae,Large White,2008,503,1.97,1976-2012
Pieris brassicae,Large White,2009,577,2.35,1976-2012
Pieris brassicae,Large White,2010,588,1.97,1976-2012
Pieris brassicae,Large White,2011,619,1.87,1976-2012
Pieris brassicae,Large White,2012,537,1.54,1976-2012
Pieris rapae,Small White,1976,32,1.93,1976-2012
Pieris rapae,Small White,1977,44,1.88,1976-2012
Pieris rapae,Small White,1978,55,2.24,1976-2012
Pieris rapae,Small White,1979,72,2.16,1976-2012
Pieris rapae,Small White,1980,72,1.88,1976-2012
Pieris rapae,Small White,1981,83,1.75,1976-2012
Pieris rapae,Small White,1982,89,2.19,1976-2012
Pieris rapae,Small White,1983,100,2,1976-2012
Pieris rapae,Small White,1984,106,2.05,1976-2012
Pieris rapae,Small White,1985,109,1.9,1976-2012
Pieris rapae,Small White,1986,118,2.33,1976-2012
Pieris rapae,Small White,1987,132,1.89,1976-2012
Pieris rapae,Small White,1988,153,1.96,1976-2012
Pieris rapae,Small White,1989,185,2.19,1976-2012
Pieris rapae,Small White,1990,220,2.1,1976-2012
Pieris rapae,Small White,1991,240,1.97,1976-2012
Pieris rapae,Small White,1992,262,2.25,1976-2012
Pieris rapae,Small White,1993,272,1.75,1976-2012
Pieris rapae,Small White,1994,317,2.17,1976-2012
Pieris rapae,Small White,1995,377,2.35,1976-2012
Pieris rapae,Small White,1996,402,1.96,1976-2012
Pieris rapae,Small White,1997,425,2.28,1976-2012
Pieris rapae,Small White,1998,432,1.94,1976-2012
Pieris rapae,Small White,1999,456,1.86,1976-2012
Pieris rapae,Small White,2000,481,1.86,1976-2012
Pieris rapae,Small White,2001,444,1.91,1976-2012
Pieris rapae,Small White,2002,515,1.88,1976-2012
Pieris rapae,Small White,2003,595,2.16,1976-2012
Pieris rapae,Small White,2004,576,2.1,1976-2012
Pieris rapae,Small White,2005,537,1.92,1976-2012
Pieris rapae,Small White,2006,545,1.99,1976-2012
Pieris rapae,Small White,2007,534,1.78,1976-2012
Pieris rapae,Small White,2008,495,1.81,1976-2012
Pieris rapae,Small White,2009,564,2.11,1976-2012
Pieris rapae,Small White,2010,579,1.97,1976-2012
Pieris rapae,Small White,2011,613,1.95,1976-2012
Pieris rapae,Small White,2012,536,1.57,1976-2012
Pieris napi,Green-veined White,1976,34,1.86,1976-2012
Pieris napi,Green-veined White,1977,49,1.78,1976-2012
Pieris napi,Green-veined White,1978,57,2.2,1976-2012
Pieris napi,Green-veined White,1979,72,2.14,1976-2012
Pieris napi,Green-veined White,1980,80,2.07,1976-2012
Pieris napi,Green-veined White,1981,85,2.03,1976-2012
Pieris napi,Green-veined White,1982,91,2.21,1976-2012
Pieris napi,Green-veined White,1983,103,2.02,1976-2012
Pieris napi,Green-veined White,1984,108,2,1976-2012
Pieris napi,Green-veined White,1985,109,1.86,1976-2012
Pieris napi,Green-veined White,1986,118,2.05,1976-2012
Pieris napi,Green-veined White,1987,127,1.92,1976-2012
Pieris napi,Green-veined White,1988,155,2.08,1976-2012
Pieris napi,Green-veined White,1989,189,2.17,1976-2012
Pieris napi,Green-veined White,1990,221,1.95,1976-2012
Pieris napi,Green-veined White,1991,246,1.88,1976-2012
Pieris napi,Green-veined White,1992,275,2.13,1976-2012
Pieris napi,Green-veined White,1993,285,1.86,1976-2012
Pieris napi,Green-veined White,1994,317,1.9,1976-2012
Pieris napi,Green-veined White,1995,374,2.08,1976-2012
Pieris napi,Green-veined White,1996,408,1.84,1976-2012
Pieris napi,Green-veined White,1997,429,2.14,1976-2012
Pieris napi,Green-veined White,1998,428,2.12,1976-2012
Pieris napi,Green-veined White,1999,436,1.99,1976-2012
Pieris napi,Green-veined White,2000,479,2.06,1976-2012
Pieris napi,Green-veined White,2001,425,1.92,1976-2012
Pieris napi,Green-veined White,2002,514,2.04,1976-2012
Pieris napi,Green-veined White,2003,571,2.04,1976-2012
Pieris napi,Green-veined White,2004,565,2.1,1976-2012
Pieris napi,Green-veined White,2005,497,1.95,1976-2012
Pieris napi,Green-veined White,2006,515,1.82,1976-2012
Pieris napi,Green-veined White,2007,523,1.81,1976-2012
Pieris napi,Green-veined White,2008,495,1.85,1976-2012
Pieris napi,Green-veined White,2009,543,2.24,1976-2012
Pieris napi,Green-veined White,2010,580,2.1,1976-2012
Pieris napi,Green-veined White,2011,609,2.09,1976-2012
Pieris napi,Green-veined White,2012,489,1.68,1976-2012
Anthocharis cardamines,Orange-tip,1976,31,1.85,1976-2012
Anthocharis cardamines,Orange-tip,1977,44,1.88,1976-2012
Anthocharis cardamines,Orange-tip,1978,54,1.99,1976-2012
Anthocharis cardamines,Orange-tip,1979,70,1.98,1976-2012
Anthocharis cardamines,Orange-tip,1980,72,2.02,1976-2012
Anthocharis cardamines,Orange-tip,1981,72,1.93,1976-2012
Anthocharis cardamines,Orange-tip,1982,82,1.86,1976-2012
Anthocharis cardamines,Orange-tip,1983,92,1.98,1976-2012
Anthocharis cardamines,Orange-tip,1984,98,2.08,1976-2012
Anthocharis cardamines,Orange-tip,1985,103,2.05,1976-2012
Anthocharis cardamines,Orange-tip,1986,106,1.89,1976-2012
Anthocharis cardamines,Orange-tip,1987,125,2.07,1976-2012
Anthocharis cardamines,Orange-tip,1988,155,1.89,1976-2012
Anthocharis cardamines,Orange-tip,1989,184,1.98,1976-2012
Anthocharis cardamines,Orange-tip,1990,212,2.22,1976-2012
Anthocharis cardamines,Orange-tip,1991,209,2.16,1976-2012
Anthocharis cardamines,Orange-tip,1992,257,2.06,1976-2012
Anthocharis cardamines,Orange-tip,1993,280,2.12,1976-2012
Anthocharis cardamines,Orange-tip,1994,289,1.95,1976-2012
Anthocharis cardamines,Orange-tip,1995,341,1.99,1976-2012
Anthocharis cardamines,Orange-tip,1996,381,1.97,1976-2012
