Site Number,Site Name,Gridreference,Easting,Northing,Length,Country,No.sections,No. yrs surveyed,First year surveyed,Last year surveyed,Survey type,PRIVATE
1340,Severn Barrows,SU32908280,432900,182800,650,England,4,14,2003,2016,UKBMS,N
1341,Hazeley Wood North Bucks Way and Oakhill Wood,SP81303650,481300,236500,2118,England,7,1,2002,2002,UKBMS,N
1342,Shenley Wood,SP82503610,482500,236100,2044,England,9,1,2002,2002,UKBMS,N
1343,Decoy Heath,SU61506350,461500,163500,1100,England,8,15,2002,2016,UKBMS,N
1344,Hurley,SU81208210,481200,182100,984,England,6,15,2002,2016,UKBMS,N
1345,Loddon,SU78507580,478500,175800,1592,England,5,13,2002,2016,UKBMS,N
1346,Wildmoor Heath,SU84306300,484300,163000,4426,England,10,18,1998,2016,UKBMS,N
1347,Arrowhead,SU65407080,465400,170800,1195,England,12,4,2005,2008,UKBMS,N
1348,Car Park Pit,SU67207050,467200,170500,988,England,12,5,2005,2009,UKBMS,N
1349,Brill Common,SP64801410,464800,214100,3000,England,10,12,2003,2016,UKBMS,N
1351,Prestwood Nature,SU86609910,486600,199100,5020,England,15,11,2006,2016,UKBMS,N
1352,Greenham Common,SU49506480,449500,164800,3220,England,9,1,2007,2007,UKBMS,N
1353,Padworth Common,SU620647,462000,164700,2534,England,11,5,2007,2011,UKBMS,N
1354,Holtspur Bottom Reserve,SU91709040,491700,190400,1125,England,9,10,2007,2016,UKBMS,N
1355,Calvert Jubilee,SP68202520,468200,225200,1900,England,7,10,2007,2016,UKBMS,N
1356,Chinnor Hill,SP76600020,476600,200200,2343,England,7,11,2005,2015,UKBMS,N
1357,Homefield Wood,SU81207860,481200,178600,1000,England,11,10,2007,2016,UKBMS,N
1358,Oakley Hill,SU75809950,475800,199500,,England,6,12,2005,2016,UKBMS,N
1359,Moor Copse Extension,SU640735,464000,173500,,England,6,1,2007,2007,UKBMS,N
1360,Shepperlands Farm,SU770640,477000,164000,,England,4,3,2006,2008,UKBMS,N
1361,Warburg 1 (central),SU71908800,471900,188000,1700,England,6,19,1998,2016,UKBMS,N
1362,Watts Bank,SU32907720,432900,177200,376,England,3,11,2006,2016,UKBMS,N
1363,White Horse Hill,SU29308650,429300,186500,,England,12,3,2007,2009,UKBMS,N
1366,New Greenham Park Small Blue transect,SU500645,450000,164500,1200,England,1,6,2008,2016,UKBMS,N
1367,Waterperry Wood 2,SP605092,460500,209200,1800,England,6,3,2008,2010,UKBMS,N
1368,Hartslock Extension,SU620793,462000,179300,560,England,2,9,2008,2016,UKBMS,N
1369,Moor Copse Extension,SU638737,463800,173700,1625,England,8,9,2008,2016,UKBMS,N
1370,Rushbeds Wood,SP672154,467200,215400,2856,England,8,10,2007,2016,UKBMS,N
1371,Sydlings Copse,SP553094,455300,209400,1345,England,5,9,2008,2016,UKBMS,N
1372,Greenham Common 2,SU495648,449500,164800,3220,England,9,8,2008,2016,UKBMS,N
1373,Sands Bank,SU833933,483300,193300,950,England,5,8,2006,2013,UKBMS,N
1374,Chiltern Woodland Burial Park,SU967900,496700,190000,,England,10,8,2009,2016,UKBMS,N
1375,Ewelme Watercress Beds LNR,SU640917,464000,191700,850,England,15,8,2009,2016,UKBMS,N
1376,Thatcham Lakes and Reedbeds,SU506608,450600,160800,3850,England,10,7,2009,2016,UKBMS,N
1377,Dancers End Extension,SP896096,489600,209600,820,England,3,13,2004,2016,UKBMS,N
1378,Little Linford Wood,SP831453,483100,245300,2650,England,6,8,2009,2016,UKBMS,N
1379,Hook Norton,SP360322,436000,232200,345,England,2,8,2009,2016,UKBMS,N
1380,Glyme Valley,SP334260,433400,226000,646,England,2,8,2009,2016,UKBMS,N
1381,Hughenden,SU856958,485600,195800,,England,9,3,2009,2011,UKBMS,N
1382,Paizes Wood,SU586638,458600,163800,2630,England,12,6,2010,2016,UKBMS,N
1383,Chilswell Valley,SP502038,450200,203800,2800,England,10,7,2009,2016,UKBMS,N
1384,Barton Fields Transect C,SU507972,450700,197200,1945,England,11,5,2011,2016,UKBMS,N
1385,Radley Transect D,SU516971,451600,197100,2371,England,10,5,2011,2016,UKBMS,N
1386,Gomms Wood,SU895931,489500,193100,1175,England,7,3,2011,2013,UKBMS,N
1387,Maidenhead Thicket,SU849812,484900,181200,2550,England,8,4,2012,2016,UKBMS,N
1388,Fobney,SU702711,470200,171100,2500,England,5,5,2012,2016,UKBMS,N
1389,Sheepdrove,SU358817,435800,181700,1340,England,7,5,2012,2016,UKBMS,N
1390,Wallingford Castle Meadows,SU610898,461000,189800,,England,,3,2013,2015,UKBMS,N
1391,Crowmarsh Riverside Meadows,SU611892,461100,189200,,England,,4,2013,2016,UKBMS,N
1392,Mowbray Fields,SU522887,452200,188700,670,England,9,2,2013,2014,UKBMS,N
1393,Pyle Hill,SU483650,448300,165000,1577,England,10,3,2013,2015,UKBMS,N
1394,Crookham,SU522643,452200,164300,1418,England,11,4,2013,2016,UKBMS,N
1395,Cliveden,SU912853,491200,185300,1900,England,8,3,2014,2016,UKBMS,N
1396,Bacombe Hill,SP861072,486100,207200,2639,England,9,3,2014,2016,UKBMS,N
1397,Grangelands,SP828048,482800,204800,2040,England,8,3,2014,2016,UKBMS,N
1398,Swains wood,SU738921,473800,192100,764,England,3,2,2014,2015,UKBMS,N
1399,The Rifle Range,SP829052,482900,205200,934,England,9,3,2014,2016,UKBMS,N
1401,Cissbury Ring,TQ140080,514000,108000,4193,England,7,22,1995,2016,UKBMS,N
1402,Deep Dean,TQ540027,554000,102700,2445,England,8,16,1998,2016,UKBMS,N
1403,Devil's Dyke (Ramparts),TQ260114,526000,111400,2500,England,,2,1997,1998,UKBMS,N
1404,Levin Down,SU88501370,488500,113700,4025,England,11,27,1990,2016,UKBMS,N
1405,Newtimber Hill,TQ27401230,527400,112300,2400,England,,13,1988,2000,UKBMS,N
1406,Wolstonbury Hill,TQ28401380,528400,113800,2900,England,11,4,1998,2002,UKBMS,N
1407,Frog Firle Farm,TQ51200140,551200,101400,2765,England,6,15,1999,2014,UKBMS,N
1408,Fulking Down,TQ240112,524000,111200,4000,England,,1,1998,1998,UKBMS,N
1409,Devil's Dyke (Valley),TQ26501100,526500,111000,2200,England,10,6,1997,2003,UKBMS,N
1410,Harting Down,SU79801780,479800,117800,4200,England,6,24,1989,2016,UKBMS,N
1411,Bevendean A,TQ33800680,533800,106800,1517,England,10,19,1997,2015,UKBMS,N
1412,Bevendean B,TQ33500650,533500,106500,1576,England,5,18,1998,2015,UKBMS,N
1413,Bevendean C,TQ34300660,534300,106600,788,England,4,19,1997,2015,UKBMS,N
1414,Malling Down,TQ430107,543000,110700,2650,England,12,33,1984,2016,UKBMS,N
1415,Ashdown Forest (Millbrook Hill),TQ44302970,544300,129700,217,England,14,20,1996,2015,UKBMS,N
1419,Loder Valley 1 (Ardingley Reservoir 1),TQ33203060,533200,130600,1500,England,15,26,1991,2016,UKBMS,N
1420,Loder Valley 2 (Ardingley Reservoir 2),TQ33503020,533500,130200,1500,England,12,16,2001,2016,UKBMS,N
1421,Butts Brow,TQ580018,558000,101800,2280,England,10,8,1999,2008,UKBMS,N
1422,Arlington Reservoir,TQ53400740,553400,107400,3030,England,4,16,2001,2016,UKBMS,N
1423,"Beacon Hill, Sussex",TQ36400280,536400,102800,1435,England,6,15,2001,2016,UKBMS,N
1424,Costells Wood,TQ36602370,536600,123700,2095,England,5,7,2000,2006,UKBMS,N
1425,Henfield Wood,TQ370243,537000,124300,2495,England,11,6,2000,2005,UKBMS,N
1426,Moat Wood,TQ51601590,551600,115900,1284,England,7,3,2000,2002,UKBMS,N
1427,Bedelands Farm Nature Reserve,TQ31902180,531900,121800,2345,England,10,11,2001,2011,UKBMS,N
1428,"Beech Farm, Whiteman's Green, Cuckfield",TQ30202540,530200,125400,1200,England,10,7,2003,2009,UKBMS,N
1429,Hat Hill,SU87502450,487500,124500,,England,7,5,1999,2003,UKBMS,N
1430,Ashdown Forest - Warren Car Park,TQ41403210,541400,132100,1765,England,12,12,2003,2014,UKBMS,N
1431,Ashdown Forest - Wrens Warren Car Park,TQ46703230,546700,132300,1835,England,11,13,2003,2015,UKBMS,N
1432,Stumbleholm Farm,TQ23103650,523100,136500,2319,England,7,13,2003,2016,UKBMS,N
1433,Ashpark Wood,SU99503170,499500,131700,3690,England,9,14,2003,2016,UKBMS,N
1434,Kingspark Wood,SU990310,499000,131000,6000,England,15,14,2003,2016,UKBMS,N
1435,Park Wood,TQ60401230,560400,112300,2930,England,9,8,2003,2010,UKBMS,N
1436,Williams/Views Wood,TQ48202220,548200,122200,2106,England,10,3,2000,2002,UKBMS,N
1437,Crowlink,TV54509740,554500,97400,2700,England,7,14,2003,2016,UKBMS,N
1438,Burton & Chingford Ponds LNR,SU97301740,497300,117400,2970,England,12,10,2004,2016,UKBMS,N
1439,Longlands Wood,TQ21901200,521900,112000,1925,England,9,13,2001,2013,UKBMS,N
1440,Park Corner Heath,TQ51301470,551300,114700,1141,England,4,8,2002,2009,UKBMS,N
1441,Woods Mill,TQ21701350,521700,113500,1512,England,14,5,1998,2003,UKBMS,N
1442,Friarsgate,TQ49803290,549800,132900,1500,England,7,3,2003,2005,UKBMS,N
1444,West Grinstead Old Station,TQ18402250,518400,122500,600,England,3,6,2004,2011,UKBMS,N
1445,Hollies carpark,TQ46402840,546400,128400,1650,England,10,11,2004,2014,UKBMS,N
1446,Poundgate carpark,TQ47802890,547800,128900,1500,England,12,12,2004,2015,UKBMS,N
1447,Smugglers,TQ47302950,547300,129500,1615,England,10,12,2004,2015,UKBMS,N
