Species,Common name,Year,No. sites,Collated Index,Time period
Thymelicus sylvestris,Small Skipper,2013,1211,1.53,1976-2013
Thymelicus acteon,Lulworth Skipper,1992,4,2.54,1976-2013
Thymelicus acteon,Lulworth Skipper,1993,4,2.22,1976-2013
Thymelicus acteon,Lulworth Skipper,1994,5,2.28,1976-2013
Thymelicus acteon,Lulworth Skipper,1995,5,2.11,1976-2013
Thymelicus acteon,Lulworth Skipper,1996,5,1.84,1976-2013
Thymelicus acteon,Lulworth Skipper,1997,5,1.86,1976-2013
Thymelicus acteon,Lulworth Skipper,1998,5,2.17,1976-2013
Thymelicus acteon,Lulworth Skipper,1999,5,2.42,1976-2013
Thymelicus acteon,Lulworth Skipper,2000,6,2.39,1976-2013
Thymelicus acteon,Lulworth Skipper,2001,6,2.09,1976-2013
Thymelicus acteon,Lulworth Skipper,2002,6,2.25,1976-2013
Thymelicus acteon,Lulworth Skipper,2003,6,2.24,1976-2013
Thymelicus acteon,Lulworth Skipper,2004,5,2.13,1976-2013
Thymelicus acteon,Lulworth Skipper,2005,3,2,1976-2013
Thymelicus acteon,Lulworth Skipper,2006,7,1.96,1976-2013
Thymelicus acteon,Lulworth Skipper,2007,6,1.66,1976-2013
Thymelicus acteon,Lulworth Skipper,2008,11,1.6,1976-2013
Thymelicus acteon,Lulworth Skipper,2009,11,1.48,1976-2013
Thymelicus acteon,Lulworth Skipper,2010,14,1.35,1976-2013
Thymelicus acteon,Lulworth Skipper,2011,12,1.62,1976-2013
Thymelicus acteon,Lulworth Skipper,2012,9,1.67,1976-2013
Thymelicus acteon,Lulworth Skipper,2013,14,2.09,1976-2013
Hesperia comma,Silver-spotted Skipper,1979,5,1.25,1976-2013
Hesperia comma,Silver-spotted Skipper,1980,7,1.82,1976-2013
Hesperia comma,Silver-spotted Skipper,1981,7,1.5,1976-2013
Hesperia comma,Silver-spotted Skipper,1982,8,1.1,1976-2013
Hesperia comma,Silver-spotted Skipper,1983,9,1.48,1976-2013
Hesperia comma,Silver-spotted Skipper,1984,10,2.06,1976-2013
Hesperia comma,Silver-spotted Skipper,1985,9,1.62,1976-2013
Hesperia comma,Silver-spotted Skipper,1986,9,1.47,1976-2013
Hesperia comma,Silver-spotted Skipper,1987,13,1.63,1976-2013
Hesperia comma,Silver-spotted Skipper,1988,13,1.45,1976-2013
Hesperia comma,Silver-spotted Skipper,1989,18,1.78,1976-2013
Hesperia comma,Silver-spotted Skipper,1990,24,1.93,1976-2013
Hesperia comma,Silver-spotted Skipper,1991,23,2.05,1976-2013
Hesperia comma,Silver-spotted Skipper,1992,25,1.93,1976-2013
Hesperia comma,Silver-spotted Skipper,1993,26,1.89,1976-2013
Hesperia comma,Silver-spotted Skipper,1994,29,1.81,1976-2013
Hesperia comma,Silver-spotted Skipper,1995,35,2.15,1976-2013
Hesperia comma,Silver-spotted Skipper,1996,34,2.13,1976-2013
Hesperia comma,Silver-spotted Skipper,1997,32,2.43,1976-2013
Hesperia comma,Silver-spotted Skipper,1998,36,2.39,1976-2013
Hesperia comma,Silver-spotted Skipper,1999,41,2.46,1976-2013
Hesperia comma,Silver-spotted Skipper,2000,40,2.28,1976-2013
Hesperia comma,Silver-spotted Skipper,2001,31,2.23,1976-2013
Hesperia comma,Silver-spotted Skipper,2002,34,2.13,1976-2013
Hesperia comma,Silver-spotted Skipper,2003,36,2.42,1976-2013
Hesperia comma,Silver-spotted Skipper,2004,36,2.37,1976-2013
Hesperia comma,Silver-spotted Skipper,2005,31,2.4,1976-2013
Hesperia comma,Silver-spotted Skipper,2006,35,2.42,1976-2013
Hesperia comma,Silver-spotted Skipper,2007,27,2.2,1976-2013
Hesperia comma,Silver-spotted Skipper,2008,35,1.99,1976-2013
Hesperia comma,Silver-spotted Skipper,2009,37,2.09,1976-2013
Hesperia comma,Silver-spotted Skipper,2010,25,2.37,1976-2013
Hesperia comma,Silver-spotted Skipper,2011,32,2.31,1976-2013
Hesperia comma,Silver-spotted Skipper,2012,32,2.05,1976-2013
Hesperia comma,Silver-spotted Skipper,2013,37,2.43,1976-2013
Ochlodes sylvanus,Large Skipper,1976,30,1.88,1976-2013
Ochlodes sylvanus,Large Skipper,1977,48,1.77,1976-2013
Ochlodes sylvanus,Large Skipper,1978,48,1.9,1976-2013
Ochlodes sylvanus,Large Skipper,1979,63,1.93,1976-2013
Ochlodes sylvanus,Large Skipper,1980,67,1.98,1976-2013
Ochlodes sylvanus,Large Skipper,1981,68,1.76,1976-2013
Ochlodes sylvanus,Large Skipper,1982,70,2.11,1976-2013
Ochlodes sylvanus,Large Skipper,1983,71,2.06,1976-2013
Ochlodes sylvanus,Large Skipper,1984,76,2.35,1976-2013
Ochlodes sylvanus,Large Skipper,1985,83,2.1,1976-2013
Ochlodes sylvanus,Large Skipper,1986,92,2.17,1976-2013
Ochlodes sylvanus,Large Skipper,1987,103,2.14,1976-2013
Ochlodes sylvanus,Large Skipper,1988,113,2.13,1976-2013
Ochlodes sylvanus,Large Skipper,1989,128,2.05,1976-2013
Ochlodes sylvanus,Large Skipper,1990,150,1.94,1976-2013
Ochlodes sylvanus,Large Skipper,1991,162,1.87,1976-2013
Ochlodes sylvanus,Large Skipper,1992,182,2.19,1976-2013
Ochlodes sylvanus,Large Skipper,1993,196,2.15,1976-2013
Ochlodes sylvanus,Large Skipper,1994,215,2.19,1976-2013
Ochlodes sylvanus,Large Skipper,1995,256,2.22,1976-2013
Ochlodes sylvanus,Large Skipper,1996,274,2.19,1976-2013
Ochlodes sylvanus,Large Skipper,1997,300,2.16,1976-2013
Ochlodes sylvanus,Large Skipper,1998,319,1.96,1976-2013
Ochlodes sylvanus,Large Skipper,1999,334,1.91,1976-2013
Ochlodes sylvanus,Large Skipper,2000,409,1.98,1976-2013
Ochlodes sylvanus,Large Skipper,2001,386,1.92,1976-2013
Ochlodes sylvanus,Large Skipper,2002,466,1.97,1976-2013
Ochlodes sylvanus,Large Skipper,2003,538,2.01,1976-2013
Ochlodes sylvanus,Large Skipper,2004,560,1.98,1976-2013
Ochlodes sylvanus,Large Skipper,2005,592,1.9,1976-2013
Ochlodes sylvanus,Large Skipper,2006,688,1.95,1976-2013
Ochlodes sylvanus,Large Skipper,2007,747,1.87,1976-2013
Ochlodes sylvanus,Large Skipper,2008,780,1.72,1976-2013
Ochlodes sylvanus,Large Skipper,2009,961,1.96,1976-2013
Ochlodes sylvanus,Large Skipper,2010,1041,2.06,1976-2013
Ochlodes sylvanus,Large Skipper,2011,1078,2.03,1976-2013
Ochlodes sylvanus,Large Skipper,2012,1090,1.7,1976-2013
Ochlodes sylvanus,Large Skipper,2013,1237,1.86,1976-2013
Erynnis tages,Dingy Skipper,1976,13,2.18,1976-2013
Erynnis tages,Dingy Skipper,1977,15,1.77,1976-2013
Erynnis tages,Dingy Skipper,1978,20,1.94,1976-2013
Erynnis tages,Dingy Skipper,1979,29,2.14,1976-2013
Erynnis tages,Dingy Skipper,1980,33,2.11,1976-2013
Erynnis tages,Dingy Skipper,1981,32,1.93,1976-2013
Erynnis tages,Dingy Skipper,1982,39,2.1,1976-2013
Erynnis tages,Dingy Skipper,1983,41,2.1,1976-2013
Erynnis tages,Dingy Skipper,1984,48,2.13,1976-2013
Erynnis tages,Dingy Skipper,1985,48,2.14,1976-2013
Erynnis tages,Dingy Skipper,1986,56,2,1976-2013
Erynnis tages,Dingy Skipper,1987,66,2.12,1976-2013
Erynnis tages,Dingy Skipper,1988,85,2.18,1976-2013
Erynnis tages,Dingy Skipper,1989,106,1.99,1976-2013
Erynnis tages,Dingy Skipper,1990,126,2.15,1976-2013
Erynnis tages,Dingy Skipper,1991,122,1.97,1976-2013
Erynnis tages,Dingy Skipper,1992,151,1.99,1976-2013
Erynnis tages,Dingy Skipper,1993,156,1.99,1976-2013
Erynnis tages,Dingy Skipper,1994,163,1.9,1976-2013
Erynnis tages,Dingy Skipper,1995,181,2.02,1976-2013
Erynnis tages,Dingy Skipper,1996,205,1.86,1976-2013
Erynnis tages,Dingy Skipper,1997,203,2.15,1976-2013
Erynnis tages,Dingy Skipper,1998,206,1.96,1976-2013
Erynnis tages,Dingy Skipper,1999,211,1.93,1976-2013
Erynnis tages,Dingy Skipper,2000,212,1.9,1976-2013
Erynnis tages,Dingy Skipper,2001,165,1.85,1976-2013
Erynnis tages,Dingy Skipper,2002,189,1.96,1976-2013
Erynnis tages,Dingy Skipper,2003,212,1.94,1976-2013
Erynnis tages,Dingy Skipper,2004,192,1.92,1976-2013
Erynnis tages,Dingy Skipper,2005,161,1.98,1976-2013
Erynnis tages,Dingy Skipper,2006,177,1.85,1976-2013
Erynnis tages,Dingy Skipper,2007,198,1.9,1976-2013
Erynnis tages,Dingy Skipper,2008,218,1.78,1976-2013
Erynnis tages,Dingy Skipper,2009,190,1.93,1976-2013
Erynnis tages,Dingy Skipper,2010,242,2.06,1976-2013
Erynnis tages,Dingy Skipper,2011,281,2.15,1976-2013
Erynnis tages,Dingy Skipper,2012,171,2.02,1976-2013
Erynnis tages,Dingy Skipper,2013,259,2.01,1976-2013
Pyrgus malvae,Grizzled Skipper,1976,15,2.43,1976-2013
Pyrgus malvae,Grizzled Skipper,1977,16,2.42,1976-2013
Pyrgus malvae,Grizzled Skipper,1978,18,2.01,1976-2013
Pyrgus malvae,Grizzled Skipper,1979,26,1.94,1976-2013
Pyrgus malvae,Grizzled Skipper,1980,28,2.09,1976-2013
Pyrgus malvae,Grizzled Skipper,1981,27,1.84,1976-2013
Pyrgus malvae,Grizzled Skipper,1982,34,1.89,1976-2013
Pyrgus malvae,Grizzled Skipper,1983,38,2.01,1976-2013
Pyrgus malvae,Grizzled Skipper,1984,41,1.94,1976-2013
Pyrgus malvae,Grizzled Skipper,1985,47,2.19,1976-2013
Pyrgus malvae,Grizzled Skipper,1986,49,2,1976-2013
Pyrgus malvae,Grizzled Skipper,1987,63,2.04,1976-2013
Pyrgus malvae,Grizzled Skipper,1988,79,1.95,1976-2013
Pyrgus malvae,Grizzled Skipper,1989,94,1.82,1976-2013
Pyrgus malvae,Grizzled Skipper,1990,107,2.1,1976-2013
Pyrgus malvae,Grizzled Skipper,1991,111,2.11,1976-2013
Pyrgus malvae,Grizzled Skipper,1992,126,1.99,1976-2013
Pyrgus malvae,Grizzled Skipper,1993,131,1.96,1976-2013
Pyrgus malvae,Grizzled Skipper,1994,139,1.82,1976-2013
Pyrgus malvae,Grizzled Skipper,1995,159,1.95,1976-2013
Pyrgus malvae,Grizzled Skipper,1996,176,2.08,1976-2013
Pyrgus malvae,Grizzled Skipper,1997,175,2.39,1976-2013
Pyrgus malvae,Grizzled Skipper,1998,185,2.03,1976-2013
Pyrgus malvae,Grizzled Skipper,1999,190,1.89,1976-2013
Pyrgus malvae,Grizzled Skipper,2000,181,1.89,1976-2013
Pyrgus malvae,Grizzled Skipper,2001,134,1.89,1976-2013
Pyrgus malvae,Grizzled Skipper,2002,165,2.07,1976-2013
Pyrgus malvae,Grizzled Skipper,2003,161,1.85,1976-2013
Pyrgus malvae,Grizzled Skipper,2004,143,1.95,1976-2013
Pyrgus malvae,Grizzled Skipper,2005,121,1.97,1976-2013
Pyrgus malvae,Grizzled Skipper,2006,146,1.81,1976-2013
Pyrgus malvae,Grizzled Skipper,2007,163,1.95,1976-2013
Pyrgus malvae,Grizzled Skipper,2008,175,1.84,1976-2013
Pyrgus malvae,Grizzled Skipper,2009,142,1.97,1976-2013
Pyrgus malvae,Grizzled Skipper,2010,169,1.91,1976-2013
Pyrgus malvae,Grizzled Skipper,2011,232,2.21,1976-2013
Pyrgus malvae,Grizzled Skipper,2012,123,2.03,1976-2013
Pyrgus malvae,Grizzled Skipper,2013,183,1.77,1976-2013
Papilio machaon,Swallowtail,1976,1,2.38,1976-2013
Papilio machaon,Swallowtail,1977,1,1.42,1976-2013
Papilio machaon,Swallowtail,1979,2,1.82,1976-2013
Papilio machaon,Swallowtail,1980,2,1.65,1976-2013
Papilio machaon,Swallowtail,1981,2,1.68,1976-2013
Papilio machaon,Swallowtail,1982,2,2,1976-2013
Papilio machaon,Swallowtail,1983,2,1.68,1976-2013
Papilio machaon,Swallowtail,1984,2,1.74,1976-2013
Papilio machaon,Swallowtail,1985,2,2.34,1976-2013
Papilio machaon,Swallowtail,1986,2,1.82,1976-2013
Papilio machaon,Swallowtail,1987,2,2.03,1976-2013
Papilio machaon,Swallowtail,1988,1,1.81,1976-2013
Papilio machaon,Swallowtail,1989,3,2.12,1976-2013
Papilio machaon,Swallowtail,1990,2,1.97,1976-2013
Papilio machaon,Swallowtail,1991,2,1.93,1976-2013
Papilio machaon,Swallowtail,1992,2,2.06,1976-2013
Papilio machaon,Swallowtail,1993,2,2.18,1976-2013
Papilio machaon,Swallowtail,1994,1,1.78,1976-2013
Papilio machaon,Swallowtail,1995,1,2.3,1976-2013
Papilio machaon,Swallowtail,1996,2,2.14,1976-2013
Papilio machaon,Swallowtail,1997,1,2.08,1976-2013
Papilio machaon,Swallowtail,1999,2,2.21,1976-2013
Papilio machaon,Swallowtail,2000,1,2.09,1976-2013
Papilio machaon,Swallowtail,2001,2,2.08,1976-2013
Papilio machaon,Swallowtail,2002,1,1.94,1976-2013
Papilio machaon,Swallowtail,2003,2,2.02,1976-2013
Papilio machaon,Swallowtail,2004,7,2.2,1976-2013
Papilio machaon,Swallowtail,2005,7,2.23,1976-2013
Papilio machaon,Swallowtail,2008,4,1.96,1976-2013
Papilio machaon,Swallowtail,2009,2,1.68,1976-2013
Papilio machaon,Swallowtail,2010,5,2.23,1976-2013
Papilio machaon,Swallowtail,2011,5,2.38,1976-2013
Papilio machaon,Swallowtail,2012,6,1.86,1976-2013
Papilio machaon,Swallowtail,2013,12,2.19,1976-2013
Leptidea sinapis,Wood White,1979,6,3.15,1976-2013
Leptidea sinapis,Wood White,1980,6,3.15,1976-2013
Leptidea sinapis,Wood White,1981,7,2.16,1976-2013
Leptidea sinapis,Wood White,1982,6,2.49,1976-2013
Leptidea sinapis,Wood White,1983,6,2.32,1976-2013
Leptidea sinapis,Wood White,1984,8,2.48,1976-2013
Leptidea sinapis,Wood White,1985,10,2.55,1976-2013
Leptidea sinapis,Wood White,1986,12,1.51,1976-2013
Leptidea sinapis,Wood White,1987,15,1.85,1976-2013
Leptidea sinapis,Wood White,1988,14,1.49,1976-2013
Leptidea sinapis,Wood White,1989,18,1.9,1976-2013
Leptidea sinapis,Wood White,1990,17,2.19,1976-2013
Leptidea sinapis,Wood White,1991,18,2,1976-2013
Leptidea sinapis,Wood White,1992,19,2.09,1976-2013
Leptidea sinapis,Wood White,1993,21,1.79,1976-2013
Leptidea sinapis,Wood White,1994,25,1.89,1976-2013
Leptidea sinapis,Wood White,1995,31,2,1976-2013
Leptidea sinapis,Wood White,1996,30,1.94,1976-2013
Leptidea sinapis,Wood White,1997,34,2.02,1976-2013
Leptidea sinapis,Wood White,1998,32,1.86,1976-2013
Leptidea sinapis,Wood White,1999,33,1.81,1976-2013
Leptidea sinapis,Wood White,2000,34,1.95,1976-2013
Leptidea sinapis,Wood White,2001,25,1.77,1976-2013
Leptidea sinapis,Wood White,2002,31,2.01,1976-2013
Leptidea sinapis,Wood White,2003,32,2.08,1976-2013
Leptidea sinapis,Wood White,2004,21,2.17,1976-2013
Leptidea sinapis,Wood White,2005,17,2.14,1976-2013
Leptidea sinapis,Wood White,2006,33,1.51,1976-2013
Leptidea sinapis,Wood White,2007,33,1.84,1976-2013
Leptidea sinapis,Wood White,2008,38,1.35,1976-2013
Leptidea sinapis,Wood White,2009,26,1.25,1976-2013
Leptidea sinapis,Wood White,2010,42,2.16,1976-2013
Leptidea sinapis,Wood White,2011,50,1.97,1976-2013
Leptidea sinapis,Wood White,2012,34,1.54,1976-2013
Leptidea sinapis,Wood White,2013,44,1.64,1976-2013
Gonepteryx rhamni,Brimstone,1976,30,2.23,1976-2013
Gonepteryx rhamni,Brimstone,1977,41,2.09,1976-2013
Gonepteryx rhamni,Brimstone,1978,44,2,1976-2013
Gonepteryx rhamni,Brimstone,1979,54,1.96,1976-2013
Gonepteryx rhamni,Brimstone,1980,59,1.95,1976-2013
Gonepteryx rhamni,Brimstone,1981,60,1.85,1976-2013
Gonepteryx rhamni,Brimstone,1982,62,2.07,1976-2013
Gonepteryx rhamni,Brimstone,1983,67,2.11,1976-2013
Gonepteryx rhamni,Brimstone,1984,73,2.21,1976-2013
Gonepteryx rhamni,Brimstone,1985,79,2.14,1976-2013
Gonepteryx rhamni,Brimstone,1986,86,1.9,1976-2013
Gonepteryx rhamni,Brimstone,1987,91,1.81,1976-2013
Gonepteryx rhamni,Brimstone,1988,101,1.97,1976-2013
Gonepteryx rhamni,Brimstone,1989,115,1.88,1976-2013
Gonepteryx rhamni,Brimstone,1990,134,1.95,1976-2013
Gonepteryx rhamni,Brimstone,1991,152,2.07,1976-2013
Gonepteryx rhamni,Brimstone,1992,170,2.13,1976-2013
Gonepteryx rhamni,Brimstone,1993,181,1.97,1976-2013
Gonepteryx rhamni,Brimstone,1994,200,1.89,1976-2013
Gonepteryx rhamni,Brimstone,1995,238,1.96,1976-2013
Gonepteryx rhamni,Brimstone,1996,262,2.14,1976-2013
Gonepteryx rhamni,Brimstone,1997,288,2.04,1976-2013
Gonepteryx rhamni,Brimstone,1998,304,1.94,1976-2013
Gonepteryx rhamni,Brimstone,1999,315,1.93,1976-2013
Gonepteryx rhamni,Brimstone,2000,387,2.05,1976-2013
Gonepteryx rhamni,Brimstone,2001,363,1.96,1976-2013
Gonepteryx rhamni,Brimstone,2002,435,1.98,1976-2013
Gonepteryx rhamni,Brimstone,2003,492,1.93,1976-2013
Gonepteryx rhamni,Brimstone,2004,505,2.07,1976-2013
Gonepteryx rhamni,Brimstone,2005,538,2.06,1976-2013
Gonepteryx rhamni,Brimstone,2006,617,2.07,1976-2013
Gonepteryx rhamni,Brimstone,2007,682,2.02,1976-2013
Gonepteryx rhamni,Brimstone,2008,712,1.89,1976-2013
Gonepteryx rhamni,Brimstone,2009,886,2,1976-2013
Gonepteryx rhamni,Brimstone,2010,942,1.95,1976-2013
Gonepteryx rhamni,Brimstone,2011,946,1.97,1976-2013
Gonepteryx rhamni,Brimstone,2012,964,1.77,1976-2013
Gonepteryx rhamni,Brimstone,2013,1103,2.08,1976-2013
Pieris brassicae,Large White,1976,34,2.03,1976-2013
Pieris brassicae,Large White,1977,53,1.78,1976-2013
Pieris brassicae,Large White,1978,63,2.17,1976-2013
Pieris brassicae,Large White,1979,80,2.41,1976-2013
Pieris brassicae,Large White,1980,85,2.06,1976-2013
Pieris brassicae,Large White,1981,87,1.97,1976-2013
Pieris brassicae,Large White,1982,88,2.16,1976-2013
Pieris brassicae,Large White,1983,93,2.06,1976-2013
Pieris brassicae,Large White,1984,95,1.89,1976-2013
Pieris brassicae,Large White,1985,100,1.93,1976-2013
Pieris brassicae,Large White,1986,107,2.12,1976-2013
Pieris brassicae,Large White,1987,119,1.77,1976-2013
Pieris brassicae,Large White,1988,128,2.25,1976-2013
Pieris brassicae,Large White,1989,147,2.16,1976-2013
Pieris brassicae,Large White,1990,165,1.96,1976-2013
Pieris brassicae,Large White,1991,181,1.98,1976-2013
Pieris brassicae,Large White,1992,203,2.54,1976-2013
Pieris brassicae,Large White,1993,217,1.95,1976-2013
Pieris brassicae,Large White,1994,240,1.92,1976-2013
Pieris brassicae,Large White,1995,281,1.93,1976-2013
Pieris brassicae,Large White,1996,306,1.67,1976-2013
Pieris brassicae,Large White,1997,331,2,1976-2013
Pieris brassicae,Large White,1998,351,2.07,1976-2013
Pieris brassicae,Large White,1999,373,1.84,1976-2013
Pieris brassicae,Large White,2000,449,1.89,1976-2013
Pieris brassicae,Large White,2001,429,1.81,1976-2013
Pieris brassicae,Large White,2002,528,1.94,1976-2013
Pieris brassicae,Large White,2003,627,2.01,1976-2013
Pieris brassicae,Large White,2004,644,1.96,1976-2013
Pieris brassicae,Large White,2005,691,2.04,1976-2013
Pieris brassicae,Large White,2006,823,1.94,1976-2013
Pieris brassicae,Large White,2007,1056,1.82,1976-2013
Pieris brassicae,Large White,2008,1033,1.97,1976-2013
Pieris brassicae,Large White,2009,1623,2.32,1976-2013
Pieris brassicae,Large White,2010,1572,1.96,1976-2013
Pieris brassicae,Large White,2011,1577,1.88,1976-2013
Pieris brassicae,Large White,2012,1601,1.59,1976-2013
Pieris brassicae,Large White,2013,1794,2.25,1976-2013
Pieris rapae,Small White,1976,35,1.95,1976-2013
Pieris rapae,Small White,1977,57,1.9,1976-2013
Pieris rapae,Small White,1978,64,2.25,1976-2013
Pieris rapae,Small White,1979,79,2.13,1976-2013
Pieris rapae,Small White,1980,82,1.87,1976-2013
Pieris rapae,Small White,1981,85,1.74,1976-2013
Pieris rapae,Small White,1982,86,2.18,1976-2013
Pieris rapae,Small White,1983,91,1.99,1976-2013
Pieris rapae,Small White,1984,92,2.05,1976-2013
Pieris rapae,Small White,1985,98,1.89,1976-2013
Pieris rapae,Small White,1986,104,2.33,1976-2013
Pieris rapae,Small White,1987,115,1.87,1976-2013
Pieris rapae,Small White,1988,126,1.95,1976-2013
Pieris rapae,Small White,1989,143,2.2,1976-2013
Pieris rapae,Small White,1990,161,2.09,1976-2013
Pieris rapae,Small White,1991,176,1.99,1976-2013
Pieris rapae,Small White,1992,198,2.26,1976-2013
Pieris rapae,Small White,1993,210,1.75,1976-2013
Pieris rapae,Small White,1994,233,2.17,1976-2013
Pieris rapae,Small White,1995,275,2.37,1976-2013
Pieris rapae,Small White,1996,300,1.94,1976-2013
Pieris rapae,Small White,1997,329,2.26,1976-2013
Pieris rapae,Small White,1998,345,1.89,1976-2013
Pieris rapae,Small White,1999,370,1.83,1976-2013
Pieris rapae,Small White,2000,447,1.84,1976-2013
Pieris rapae,Small White,2001,433,1.9,1976-2013
Pieris rapae,Small White,2002,523,1.85,1976-2013
Pieris rapae,Small White,2003,629,2.15,1976-2013
Pieris rapae,Small White,2004,650,2.06,1976-2013
Pieris rapae,Small White,2005,693,1.92,1976-2013
Pieris rapae,Small White,2006,835,1.97,1976-2013
Pieris rapae,Small White,2007,1020,1.79,1976-2013
Pieris rapae,Small White,2008,1026,1.8,1976-2013
Pieris rapae,Small White,2009,1583,2.09,1976-2013
Pieris rapae,Small White,2010,1566,1.97,1976-2013
Pieris rapae,Small White,2011,1561,1.95,1976-2013
Pieris rapae,Small White,2012,1591,1.6,1976-2013
Pieris rapae,Small White,2013,1805,2.29,1976-2013
Pieris napi,Green-veined White,1976,32,1.84,1976-2013
Pieris napi,Green-veined White,1977,56,1.75,1976-2013
Pieris napi,Green-veined White,1978,66,2.21,1976-2013
Pieris napi,Green-veined White,1979,83,2.19,1976-2013
Pieris napi,Green-veined White,1980,87,2.09,1976-2013
Pieris napi,Green-veined White,1981,90,2.02,1976-2013
Pieris napi,Green-veined White,1982,88,2.21,1976-2013
Pieris napi,Green-veined White,1983,92,2.04,1976-2013
Pieris napi,Green-veined White,1984,94,2.02,1976-2013
Pieris napi,Green-veined White,1985,103,1.89,1976-2013
Pieris napi,Green-veined White,1986,110,2.02,1976-2013
Pieris napi,Green-veined White,1987,122,1.93,1976-2013
Pieris napi,Green-veined White,1988,130,2.09,1976-2013
Pieris napi,Green-veined White,1989,150,2.2,1976-2013
Pieris napi,Green-veined White,1990,167,1.96,1976-2013
Pieris napi,Green-veined White,1991,183,1.86,1976-2013
Pieris napi,Green-veined White,1992,207,2.14,1976-2013
Pieris napi,Green-veined White,1993,221,1.87,1976-2013
Pieris napi,Green-veined White,1994,237,1.89,1976-2013
Pieris napi,Green-veined White,1995,284,2.06,1976-2013
Pieris napi,Green-veined White,1996,309,1.84,1976-2013
Pieris napi,Green-veined White,1997,333,2.09,1976-2013
Pieris napi,Green-veined White,1998,357,2.07,1976-2013
Pieris napi,Green-veined White,1999,381,1.96,1976-2013
Pieris napi,Green-veined White,2000,454,2.05,1976-2013
Pieris napi,Green-veined White,2001,431,1.93,1976-2013
Pieris napi,Green-veined White,2002,528,2.01,1976-2013
Pieris napi,Green-veined White,2003,616,2.04,1976-2013
Pieris napi,Green-veined White,2004,636,2.09,1976-2013
Pieris napi,Green-veined White,2005,677,1.92,1976-2013
Pieris napi,Green-veined White,2006,799,1.82,1976-2013
Pieris napi,Green-veined White,2007,977,1.8,1976-2013
Pieris napi,Green-veined White,2008,995,1.86,1976-2013
Pieris napi,Green-veined White,2009,1490,2.21,1976-2013
Pieris napi,Green-veined White,2010,1517,2.09,1976-2013
Pieris napi,Green-veined White,2011,1586,2.08,1976-2013
Pieris napi,Green-veined White,2012,1564,1.72,1976-2013
Pieris napi,Green-veined White,2013,1759,2.15,1976-2013
Anthocharis cardamines,Orange-tip,1976,24,1.99,1976-2013
Anthocharis cardamines,Orange-tip,1977,49,1.88,1976-2013
Anthocharis cardamines,Orange-tip,1978,52,2,1976-2013
Anthocharis cardamines,Orange-tip,1979,64,1.97,1976-2013
Anthocharis cardamines,Orange-tip,1980,67,2.03,1976-2013
Anthocharis cardamines,Orange-tip,1981,69,1.98,1976-2013
Anthocharis cardamines,Orange-tip,1982,72,1.9,1976-2013
Anthocharis cardamines,Orange-tip,1983,75,2,1976-2013
Anthocharis cardamines,Orange-tip,1984,78,2.14,1976-2013
