Species,Common name,Year,No. sites,Collated Index,Time period
Thymelicus lineola/sylvestris,Essex/Small Skipper,2002,460,1.92,1976-2014
Thymelicus lineola/sylvestris,Essex/Small Skipper,2003,543,2.01,1976-2014
Thymelicus lineola/sylvestris,Essex/Small Skipper,2004,554,1.96,1976-2014
Thymelicus lineola/sylvestris,Essex/Small Skipper,2005,587,1.96,1976-2014
Thymelicus lineola/sylvestris,Essex/Small Skipper,2006,675,1.93,1976-2014
Thymelicus lineola/sylvestris,Essex/Small Skipper,2007,714,1.73,1976-2014
Thymelicus lineola/sylvestris,Essex/Small Skipper,2008,750,1.77,1976-2014
Thymelicus lineola/sylvestris,Essex/Small Skipper,2009,815,1.83,1976-2014
Thymelicus lineola/sylvestris,Essex/Small Skipper,2010,822,1.73,1976-2014
Thymelicus lineola/sylvestris,Essex/Small Skipper,2011,839,1.74,1976-2014
Thymelicus lineola/sylvestris,Essex/Small Skipper,2012,821,1.61,1976-2014
Thymelicus lineola/sylvestris,Essex/Small Skipper,2013,904,1.95,1976-2014
Thymelicus lineola/sylvestris,Essex/Small Skipper,2014,1036,2.07,1976-2014
Thymelicus sylvestris,Small Skipper,1976,32,2.03,1976-2014
Thymelicus sylvestris,Small Skipper,1977,48,2.03,1976-2014
Thymelicus sylvestris,Small Skipper,1978,46,1.82,1976-2014
Thymelicus sylvestris,Small Skipper,1979,56,2.08,1976-2014
Thymelicus sylvestris,Small Skipper,1980,68,2.03,1976-2014
Thymelicus sylvestris,Small Skipper,1981,71,2.24,1976-2014
Thymelicus sylvestris,Small Skipper,1982,75,2.39,1976-2014
Thymelicus sylvestris,Small Skipper,1983,86,2.33,1976-2014
Thymelicus sylvestris,Small Skipper,1984,96,2.45,1976-2014
Thymelicus sylvestris,Small Skipper,1985,105,2.15,1976-2014
Thymelicus sylvestris,Small Skipper,1986,111,2.2,1976-2014
Thymelicus sylvestris,Small Skipper,1987,132,2.01,1976-2014
Thymelicus sylvestris,Small Skipper,1988,150,1.96,1976-2014
Thymelicus sylvestris,Small Skipper,1989,177,2.14,1976-2014
Thymelicus sylvestris,Small Skipper,1990,194,2.09,1976-2014
Thymelicus sylvestris,Small Skipper,1991,215,2.34,1976-2014
Thymelicus sylvestris,Small Skipper,1992,241,2.32,1976-2014
Thymelicus sylvestris,Small Skipper,1993,267,2.18,1976-2014
Thymelicus sylvestris,Small Skipper,1994,286,2.34,1976-2014
Thymelicus sylvestris,Small Skipper,1995,335,2.27,1976-2014
Thymelicus sylvestris,Small Skipper,1996,368,2.3,1976-2014
Thymelicus sylvestris,Small Skipper,1997,390,2.15,1976-2014
Thymelicus sylvestris,Small Skipper,1998,389,1.92,1976-2014
Thymelicus sylvestris,Small Skipper,1999,411,2.04,1976-2014
Thymelicus sylvestris,Small Skipper,2000,438,1.99,1976-2014
Thymelicus sylvestris,Small Skipper,2001,418,1.99,1976-2014
Thymelicus sylvestris,Small Skipper,2002,463,1.91,1976-2014
Thymelicus sylvestris,Small Skipper,2003,516,1.98,1976-2014
Thymelicus sylvestris,Small Skipper,2004,513,1.76,1976-2014
Thymelicus sylvestris,Small Skipper,2005,510,1.82,1976-2014
Thymelicus sylvestris,Small Skipper,2006,573,1.65,1976-2014
Thymelicus sylvestris,Small Skipper,2007,692,1.52,1976-2014
Thymelicus sylvestris,Small Skipper,2008,713,1.55,1976-2014
Thymelicus sylvestris,Small Skipper,2009,983,1.68,1976-2014
Thymelicus sylvestris,Small Skipper,2010,1034,1.59,1976-2014
Thymelicus sylvestris,Small Skipper,2011,1088,1.59,1976-2014
Thymelicus sylvestris,Small Skipper,2012,1130,1.49,1976-2014
Thymelicus sylvestris,Small Skipper,2013,1324,1.8,1976-2014
Thymelicus sylvestris,Small Skipper,2014,1500,1.91,1976-2014
Thymelicus acteon,Lulworth Skipper,1992,4,2.53,1976-2014
Thymelicus acteon,Lulworth Skipper,1993,4,2.21,1976-2014
Thymelicus acteon,Lulworth Skipper,1994,5,2.27,1976-2014
Thymelicus acteon,Lulworth Skipper,1995,5,2.1,1976-2014
Thymelicus acteon,Lulworth Skipper,1996,5,1.83,1976-2014
Thymelicus acteon,Lulworth Skipper,1997,5,1.85,1976-2014
Thymelicus acteon,Lulworth Skipper,1998,5,2.16,1976-2014
Thymelicus acteon,Lulworth Skipper,1999,5,2.41,1976-2014
Thymelicus acteon,Lulworth Skipper,2000,6,2.38,1976-2014
Thymelicus acteon,Lulworth Skipper,2001,6,2.09,1976-2014
Thymelicus acteon,Lulworth Skipper,2002,6,2.25,1976-2014
Thymelicus acteon,Lulworth Skipper,2003,6,2.23,1976-2014
Thymelicus acteon,Lulworth Skipper,2004,5,2.12,1976-2014
Thymelicus acteon,Lulworth Skipper,2005,3,1.99,1976-2014
Thymelicus acteon,Lulworth Skipper,2006,7,1.95,1976-2014
Thymelicus acteon,Lulworth Skipper,2007,6,1.65,1976-2014
Thymelicus acteon,Lulworth Skipper,2008,11,1.61,1976-2014
Thymelicus acteon,Lulworth Skipper,2009,11,1.49,1976-2014
Thymelicus acteon,Lulworth Skipper,2010,14,1.35,1976-2014
Thymelicus acteon,Lulworth Skipper,2011,12,1.62,1976-2014
Thymelicus acteon,Lulworth Skipper,2012,9,1.66,1976-2014
Thymelicus acteon,Lulworth Skipper,2013,14,2.09,1976-2014
Thymelicus acteon,Lulworth Skipper,2014,16,2.15,1976-2014
Hesperia comma,Silver-spotted Skipper,1979,5,1.25,1976-2014
Hesperia comma,Silver-spotted Skipper,1980,7,1.82,1976-2014
Hesperia comma,Silver-spotted Skipper,1981,7,1.49,1976-2014
Hesperia comma,Silver-spotted Skipper,1982,8,1.1,1976-2014
Hesperia comma,Silver-spotted Skipper,1983,9,1.48,1976-2014
Hesperia comma,Silver-spotted Skipper,1984,10,2.04,1976-2014
Hesperia comma,Silver-spotted Skipper,1985,9,1.59,1976-2014
Hesperia comma,Silver-spotted Skipper,1986,9,1.44,1976-2014
Hesperia comma,Silver-spotted Skipper,1987,13,1.61,1976-2014
Hesperia comma,Silver-spotted Skipper,1988,13,1.43,1976-2014
Hesperia comma,Silver-spotted Skipper,1989,18,1.76,1976-2014
Hesperia comma,Silver-spotted Skipper,1990,24,1.92,1976-2014
Hesperia comma,Silver-spotted Skipper,1991,23,2.04,1976-2014
Hesperia comma,Silver-spotted Skipper,1992,25,1.91,1976-2014
Hesperia comma,Silver-spotted Skipper,1993,26,1.87,1976-2014
Hesperia comma,Silver-spotted Skipper,1994,29,1.8,1976-2014
Hesperia comma,Silver-spotted Skipper,1995,35,2.13,1976-2014
Hesperia comma,Silver-spotted Skipper,1996,34,2.11,1976-2014
Hesperia comma,Silver-spotted Skipper,1997,32,2.41,1976-2014
Hesperia comma,Silver-spotted Skipper,1998,36,2.38,1976-2014
Hesperia comma,Silver-spotted Skipper,1999,41,2.45,1976-2014
Hesperia comma,Silver-spotted Skipper,2000,40,2.26,1976-2014
Hesperia comma,Silver-spotted Skipper,2001,31,2.21,1976-2014
Hesperia comma,Silver-spotted Skipper,2002,34,2.12,1976-2014
Hesperia comma,Silver-spotted Skipper,2003,36,2.41,1976-2014
Hesperia comma,Silver-spotted Skipper,2004,36,2.37,1976-2014
Hesperia comma,Silver-spotted Skipper,2005,31,2.39,1976-2014
Hesperia comma,Silver-spotted Skipper,2006,35,2.42,1976-2014
Hesperia comma,Silver-spotted Skipper,2007,27,2.19,1976-2014
Hesperia comma,Silver-spotted Skipper,2008,35,1.98,1976-2014
Hesperia comma,Silver-spotted Skipper,2009,37,2.09,1976-2014
Hesperia comma,Silver-spotted Skipper,2010,25,2.35,1976-2014
Hesperia comma,Silver-spotted Skipper,2011,32,2.29,1976-2014
Hesperia comma,Silver-spotted Skipper,2012,32,2.04,1976-2014
Hesperia comma,Silver-spotted Skipper,2013,37,2.42,1976-2014
Hesperia comma,Silver-spotted Skipper,2014,39,2.43,1976-2014
Ochlodes sylvanus,Large Skipper,1976,37,1.88,1976-2014
Ochlodes sylvanus,Large Skipper,1977,52,1.76,1976-2014
Ochlodes sylvanus,Large Skipper,1978,55,1.89,1976-2014
Ochlodes sylvanus,Large Skipper,1979,70,1.93,1976-2014
Ochlodes sylvanus,Large Skipper,1980,76,1.97,1976-2014
Ochlodes sylvanus,Large Skipper,1981,78,1.75,1976-2014
Ochlodes sylvanus,Large Skipper,1982,84,2.08,1976-2014
Ochlodes sylvanus,Large Skipper,1983,94,2.09,1976-2014
Ochlodes sylvanus,Large Skipper,1984,103,2.3,1976-2014
Ochlodes sylvanus,Large Skipper,1985,112,2.09,1976-2014
Ochlodes sylvanus,Large Skipper,1986,119,2.17,1976-2014
Ochlodes sylvanus,Large Skipper,1987,140,2.16,1976-2014
Ochlodes sylvanus,Large Skipper,1988,163,2.17,1976-2014
Ochlodes sylvanus,Large Skipper,1989,193,2.09,1976-2014
Ochlodes sylvanus,Large Skipper,1990,224,1.97,1976-2014
Ochlodes sylvanus,Large Skipper,1991,245,1.83,1976-2014
Ochlodes sylvanus,Large Skipper,1992,272,2.17,1976-2014
Ochlodes sylvanus,Large Skipper,1993,304,2.14,1976-2014
Ochlodes sylvanus,Large Skipper,1994,331,2.21,1976-2014
Ochlodes sylvanus,Large Skipper,1995,385,2.2,1976-2014
Ochlodes sylvanus,Large Skipper,1996,427,2.15,1976-2014
Ochlodes sylvanus,Large Skipper,1997,446,2.11,1976-2014
Ochlodes sylvanus,Large Skipper,1998,462,1.93,1976-2014
Ochlodes sylvanus,Large Skipper,1999,476,1.94,1976-2014
Ochlodes sylvanus,Large Skipper,2000,518,1.98,1976-2014
Ochlodes sylvanus,Large Skipper,2001,496,1.93,1976-2014
Ochlodes sylvanus,Large Skipper,2002,563,2,1976-2014
Ochlodes sylvanus,Large Skipper,2003,609,2.02,1976-2014
Ochlodes sylvanus,Large Skipper,2004,630,1.96,1976-2014
Ochlodes sylvanus,Large Skipper,2005,643,1.9,1976-2014
Ochlodes sylvanus,Large Skipper,2006,691,1.94,1976-2014
Ochlodes sylvanus,Large Skipper,2007,751,1.87,1976-2014
Ochlodes sylvanus,Large Skipper,2008,783,1.71,1976-2014
Ochlodes sylvanus,Large Skipper,2009,966,1.95,1976-2014
Ochlodes sylvanus,Large Skipper,2010,1042,2.06,1976-2014
Ochlodes sylvanus,Large Skipper,2011,1080,2.02,1976-2014
Ochlodes sylvanus,Large Skipper,2012,1090,1.69,1976-2014
Ochlodes sylvanus,Large Skipper,2013,1237,1.85,1976-2014
Ochlodes sylvanus,Large Skipper,2014,1403,2.12,1976-2014
Erynnis tages,Dingy Skipper,1976,13,2.16,1976-2014
Erynnis tages,Dingy Skipper,1977,15,1.75,1976-2014
Erynnis tages,Dingy Skipper,1978,20,1.93,1976-2014
Erynnis tages,Dingy Skipper,1979,29,2.12,1976-2014
Erynnis tages,Dingy Skipper,1980,33,2.1,1976-2014
Erynnis tages,Dingy Skipper,1981,32,1.93,1976-2014
Erynnis tages,Dingy Skipper,1982,39,2.09,1976-2014
Erynnis tages,Dingy Skipper,1983,41,2.09,1976-2014
Erynnis tages,Dingy Skipper,1984,48,2.13,1976-2014
Erynnis tages,Dingy Skipper,1985,48,2.13,1976-2014
Erynnis tages,Dingy Skipper,1986,56,2,1976-2014
Erynnis tages,Dingy Skipper,1987,66,2.11,1976-2014
Erynnis tages,Dingy Skipper,1988,85,2.18,1976-2014
Erynnis tages,Dingy Skipper,1989,106,1.99,1976-2014
Erynnis tages,Dingy Skipper,1990,126,2.15,1976-2014
Erynnis tages,Dingy Skipper,1991,122,1.97,1976-2014
Erynnis tages,Dingy Skipper,1992,151,1.99,1976-2014
Erynnis tages,Dingy Skipper,1993,156,1.99,1976-2014
Erynnis tages,Dingy Skipper,1994,163,1.9,1976-2014
Erynnis tages,Dingy Skipper,1995,181,2.02,1976-2014
Erynnis tages,Dingy Skipper,1996,205,1.86,1976-2014
Erynnis tages,Dingy Skipper,1997,203,2.16,1976-2014
Erynnis tages,Dingy Skipper,1998,206,1.96,1976-2014
Erynnis tages,Dingy Skipper,1999,211,1.93,1976-2014
Erynnis tages,Dingy Skipper,2000,212,1.9,1976-2014
Erynnis tages,Dingy Skipper,2001,165,1.85,1976-2014
Erynnis tages,Dingy Skipper,2002,189,1.97,1976-2014
Erynnis tages,Dingy Skipper,2003,212,1.94,1976-2014
Erynnis tages,Dingy Skipper,2004,192,1.93,1976-2014
Erynnis tages,Dingy Skipper,2005,161,1.98,1976-2014
Erynnis tages,Dingy Skipper,2006,177,1.86,1976-2014
Erynnis tages,Dingy Skipper,2007,198,1.91,1976-2014
Erynnis tages,Dingy Skipper,2008,218,1.79,1976-2014
Erynnis tages,Dingy Skipper,2009,190,1.93,1976-2014
Erynnis tages,Dingy Skipper,2010,242,2.06,1976-2014
Erynnis tages,Dingy Skipper,2011,281,2.15,1976-2014
Erynnis tages,Dingy Skipper,2012,171,2.02,1976-2014
Erynnis tages,Dingy Skipper,2013,259,1.99,1976-2014
Erynnis tages,Dingy Skipper,2014,305,2.1,1976-2014
Pyrgus malvae,Grizzled Skipper,1976,15,2.43,1976-2014
Pyrgus malvae,Grizzled Skipper,1977,16,2.42,1976-2014
Pyrgus malvae,Grizzled Skipper,1978,18,2.01,1976-2014
Pyrgus malvae,Grizzled Skipper,1979,26,1.95,1976-2014
Pyrgus malvae,Grizzled Skipper,1980,28,2.09,1976-2014
Pyrgus malvae,Grizzled Skipper,1981,27,1.85,1976-2014
Pyrgus malvae,Grizzled Skipper,1982,34,1.89,1976-2014
Pyrgus malvae,Grizzled Skipper,1983,38,2.02,1976-2014
Pyrgus malvae,Grizzled Skipper,1984,41,1.94,1976-2014
Pyrgus malvae,Grizzled Skipper,1985,47,2.19,1976-2014
Pyrgus malvae,Grizzled Skipper,1986,49,2.01,1976-2014
Pyrgus malvae,Grizzled Skipper,1987,63,2.04,1976-2014
Pyrgus malvae,Grizzled Skipper,1988,79,1.95,1976-2014
Pyrgus malvae,Grizzled Skipper,1989,94,1.82,1976-2014
Pyrgus malvae,Grizzled Skipper,1990,107,2.1,1976-2014
Pyrgus malvae,Grizzled Skipper,1991,111,2.11,1976-2014
Pyrgus malvae,Grizzled Skipper,1992,126,1.99,1976-2014
Pyrgus malvae,Grizzled Skipper,1993,131,1.97,1976-2014
Pyrgus malvae,Grizzled Skipper,1994,139,1.82,1976-2014
Pyrgus malvae,Grizzled Skipper,1995,159,1.95,1976-2014
Pyrgus malvae,Grizzled Skipper,1996,176,2.08,1976-2014
Pyrgus malvae,Grizzled Skipper,1997,175,2.4,1976-2014
Pyrgus malvae,Grizzled Skipper,1998,185,2.04,1976-2014
Pyrgus malvae,Grizzled Skipper,1999,190,1.9,1976-2014
Pyrgus malvae,Grizzled Skipper,2000,181,1.9,1976-2014
Pyrgus malvae,Grizzled Skipper,2001,134,1.9,1976-2014
Pyrgus malvae,Grizzled Skipper,2002,165,2.07,1976-2014
Pyrgus malvae,Grizzled Skipper,2003,161,1.85,1976-2014
Pyrgus malvae,Grizzled Skipper,2004,143,1.95,1976-2014
Pyrgus malvae,Grizzled Skipper,2005,121,1.97,1976-2014
Pyrgus malvae,Grizzled Skipper,2006,146,1.81,1976-2014
Pyrgus malvae,Grizzled Skipper,2007,163,1.96,1976-2014
Pyrgus malvae,Grizzled Skipper,2008,175,1.84,1976-2014
Pyrgus malvae,Grizzled Skipper,2009,142,1.98,1976-2014
Pyrgus malvae,Grizzled Skipper,2010,169,1.91,1976-2014
Pyrgus malvae,Grizzled Skipper,2011,232,2.21,1976-2014
Pyrgus malvae,Grizzled Skipper,2012,123,2.04,1976-2014
Pyrgus malvae,Grizzled Skipper,2013,183,1.78,1976-2014
Pyrgus malvae,Grizzled Skipper,2014,203,1.83,1976-2014
Papilio machaon,Swallowtail,1976,1,2.38,1976-2014
Papilio machaon,Swallowtail,1977,1,1.42,1976-2014
Papilio machaon,Swallowtail,1979,2,1.82,1976-2014
Papilio machaon,Swallowtail,1980,2,1.65,1976-2014
Papilio machaon,Swallowtail,1981,2,1.68,1976-2014
Papilio machaon,Swallowtail,1982,2,2,1976-2014
Papilio machaon,Swallowtail,1983,2,1.68,1976-2014
Papilio machaon,Swallowtail,1984,2,1.74,1976-2014
Papilio machaon,Swallowtail,1985,2,2.34,1976-2014
Papilio machaon,Swallowtail,1986,2,1.82,1976-2014
Papilio machaon,Swallowtail,1987,2,2.03,1976-2014
Papilio machaon,Swallowtail,1988,1,1.8,1976-2014
Papilio machaon,Swallowtail,1989,3,2.12,1976-2014
Papilio machaon,Swallowtail,1990,2,1.96,1976-2014
Papilio machaon,Swallowtail,1991,2,1.93,1976-2014
Papilio machaon,Swallowtail,1992,2,2.06,1976-2014
Papilio machaon,Swallowtail,1993,2,2.18,1976-2014
Papilio machaon,Swallowtail,1994,1,1.78,1976-2014
Papilio machaon,Swallowtail,1995,1,2.3,1976-2014
Papilio machaon,Swallowtail,1996,2,2.13,1976-2014
Papilio machaon,Swallowtail,1997,1,2.08,1976-2014
Papilio machaon,Swallowtail,1999,2,2.21,1976-2014
Papilio machaon,Swallowtail,2000,1,2.09,1976-2014
Papilio machaon,Swallowtail,2001,2,2.07,1976-2014
Papilio machaon,Swallowtail,2002,1,1.93,1976-2014
Papilio machaon,Swallowtail,2003,2,2.01,1976-2014
Papilio machaon,Swallowtail,2004,7,2.2,1976-2014
Papilio machaon,Swallowtail,2005,7,2.23,1976-2014
Papilio machaon,Swallowtail,2008,4,1.96,1976-2014
Papilio machaon,Swallowtail,2009,2,1.66,1976-2014
Papilio machaon,Swallowtail,2010,5,2.19,1976-2014
Papilio machaon,Swallowtail,2011,5,2.34,1976-2014
Papilio machaon,Swallowtail,2012,6,1.83,1976-2014
Papilio machaon,Swallowtail,2013,12,2.16,1976-2014
Papilio machaon,Swallowtail,2014,11,2.22,1976-2014
Leptidea sinapis,Wood White,1979,6,3.17,1976-2014
Leptidea sinapis,Wood White,1980,6,3.17,1976-2014
Leptidea sinapis,Wood White,1981,7,2.18,1976-2014
Leptidea sinapis,Wood White,1982,6,2.52,1976-2014
Leptidea sinapis,Wood White,1983,6,2.34,1976-2014
Leptidea sinapis,Wood White,1984,8,2.51,1976-2014
Leptidea sinapis,Wood White,1985,10,2.57,1976-2014
Leptidea sinapis,Wood White,1986,12,1.53,1976-2014
Leptidea sinapis,Wood White,1987,16,1.88,1976-2014
Leptidea sinapis,Wood White,1988,15,1.51,1976-2014
Leptidea sinapis,Wood White,1989,19,1.92,1976-2014
Leptidea sinapis,Wood White,1990,18,2.21,1976-2014
Leptidea sinapis,Wood White,1991,21,2.01,1976-2014
Leptidea sinapis,Wood White,1992,25,2.14,1976-2014
Leptidea sinapis,Wood White,1993,27,1.87,1976-2014
Leptidea sinapis,Wood White,1994,31,1.98,1976-2014
Leptidea sinapis,Wood White,1995,37,2.07,1976-2014
Leptidea sinapis,Wood White,1996,36,1.98,1976-2014
Leptidea sinapis,Wood White,1997,39,2.01,1976-2014
Leptidea sinapis,Wood White,1998,36,1.84,1976-2014
Leptidea sinapis,Wood White,1999,39,1.8,1976-2014
Leptidea sinapis,Wood White,2000,40,1.95,1976-2014
Leptidea sinapis,Wood White,2001,31,1.77,1976-2014
Leptidea sinapis,Wood White,2002,36,2,1976-2014
Leptidea sinapis,Wood White,2003,38,2.08,1976-2014
Leptidea sinapis,Wood White,2004,27,2.18,1976-2014
Leptidea sinapis,Wood White,2005,23,2.12,1976-2014
Leptidea sinapis,Wood White,2006,39,1.48,1976-2014
Leptidea sinapis,Wood White,2007,39,1.78,1976-2014
Leptidea sinapis,Wood White,2008,44,1.31,1976-2014
Leptidea sinapis,Wood White,2009,32,1.25,1976-2014
Leptidea sinapis,Wood White,2010,48,2.11,1976-2014
Leptidea sinapis,Wood White,2011,50,1.97,1976-2014
Leptidea sinapis,Wood White,2012,34,1.5,1976-2014
Leptidea sinapis,Wood White,2013,44,1.62,1976-2014
Leptidea sinapis,Wood White,2014,45,1.69,1976-2014
Gonepteryx rhamni,Brimstone,1976,35,2.12,1976-2014
Gonepteryx rhamni,Brimstone,1977,47,2.08,1976-2014
Gonepteryx rhamni,Brimstone,1978,51,1.98,1976-2014
Gonepteryx rhamni,Brimstone,1979,60,1.96,1976-2014
Gonepteryx rhamni,Brimstone,1980,67,1.96,1976-2014
Gonepteryx rhamni,Brimstone,1981,70,1.86,1976-2014
Gonepteryx rhamni,Brimstone,1982,75,2.06,1976-2014
Gonepteryx rhamni,Brimstone,1983,85,2.04,1976-2014
Gonepteryx rhamni,Brimstone,1984,97,2.12,1976-2014
Gonepteryx rhamni,Brimstone,1985,105,2.1,1976-2014
Gonepteryx rhamni,Brimstone,1986,111,1.87,1976-2014
Gonepteryx rhamni,Brimstone,1987,131,1.79,1976-2014
Gonepteryx rhamni,Brimstone,1988,151,1.94,1976-2014
Gonepteryx rhamni,Brimstone,1989,184,1.89,1976-2014
Gonepteryx rhamni,Brimstone,1990,211,1.95,1976-2014
Gonepteryx rhamni,Brimstone,1991,235,2.11,1976-2014
Gonepteryx rhamni,Brimstone,1992,265,2.15,1976-2014
Gonepteryx rhamni,Brimstone,1993,288,1.98,1976-2014
Gonepteryx rhamni,Brimstone,1994,308,1.87,1976-2014
Gonepteryx rhamni,Brimstone,1995,369,1.97,1976-2014
Gonepteryx rhamni,Brimstone,1996,397,2.13,1976-2014
Gonepteryx rhamni,Brimstone,1997,430,2.05,1976-2014
Gonepteryx rhamni,Brimstone,1998,438,1.97,1976-2014
Gonepteryx rhamni,Brimstone,1999,452,1.96,1976-2014
Gonepteryx rhamni,Brimstone,2000,489,2.08,1976-2014
Gonepteryx rhamni,Brimstone,2001,453,1.99,1976-2014
Gonepteryx rhamni,Brimstone,2002,536,1.96,1976-2014
Gonepteryx rhamni,Brimstone,2003,561,1.94,1976-2014
Gonepteryx rhamni,Brimstone,2004,567,2.09,1976-2014
Gonepteryx rhamni,Brimstone,2005,587,2.07,1976-2014
Gonepteryx rhamni,Brimstone,2006,619,2.07,1976-2014
Gonepteryx rhamni,Brimstone,2007,684,2.03,1976-2014
Gonepteryx rhamni,Brimstone,2008,713,1.89,1976-2014
Gonepteryx rhamni,Brimstone,2009,886,2.01,1976-2014
Gonepteryx rhamni,Brimstone,2010,942,1.95,1976-2014
Gonepteryx rhamni,Brimstone,2011,945,1.97,1976-2014
Gonepteryx rhamni,Brimstone,2012,964,1.77,1976-2014
Gonepteryx rhamni,Brimstone,2013,1103,2.09,1976-2014
Gonepteryx rhamni,Brimstone,2014,1249,2.17,1976-2014
Pieris brassicae,Large White,1976,36,2.04,1976-2014
Pieris brassicae,Large White,1977,61,1.78,1976-2014
Pieris brassicae,Large White,1978,67,2.18,1976-2014
Pieris brassicae,Large White,1979,82,2.42,1976-2014
Pieris brassicae,Large White,1980,88,2.07,1976-2014
Pieris brassicae,Large White,1981,90,1.99,1976-2014
Pieris brassicae,Large White,1982,95,2.15,1976-2014
Pieris brassicae,Large White,1983,107,2.06,1976-2014
Pieris brassicae,Large White,1984,116,1.9,1976-2014
Pieris brassicae,Large White,1985,125,1.87,1976-2014
Pieris brassicae,Large White,1986,133,2.12,1976-2014
Pieris brassicae,Large White,1987,156,1.75,1976-2014
Pieris brassicae,Large White,1988,176,2.22,1976-2014
Pieris brassicae,Large White,1989,209,2.17,1976-2014
Pieris brassicae,Large White,1990,237,1.98,1976-2014
Pieris brassicae,Large White,1991,263,1.99,1976-2014
Pieris brassicae,Large White,1992,292,2.59,1976-2014
Pieris brassicae,Large White,1993,320,1.92,1976-2014
Pieris brassicae,Large White,1994,351,1.95,1976-2014
Pieris brassicae,Large White,1995,410,1.92,1976-2014
Pieris brassicae,Large White,1996,445,1.61,1976-2014
Pieris brassicae,Large White,1997,478,2.03,1976-2014
Pieris brassicae,Large White,1998,491,2.08,1976-2014
Pieris brassicae,Large White,1999,506,1.87,1976-2014
Pieris brassicae,Large White,2000,557,1.93,1976-2014
Pieris brassicae,Large White,2001,531,1.84,1976-2014
Pieris brassicae,Large White,2002,616,1.97,1976-2014
Pieris brassicae,Large White,2003,695,2.01,1976-2014
Pieris brassicae,Large White,2004,714,1.96,1976-2014
Pieris brassicae,Large White,2005,744,2.04,1976-2014
Pieris brassicae,Large White,2006,823,1.96,1976-2014
Pieris brassicae,Large White,2007,1055,1.83,1976-2014
Pieris brassicae,Large White,2008,1033,1.99,1976-2014
Pieris brassicae,Large White,2009,1620,2.33,1976-2014
Pieris brassicae,Large White,2010,1570,1.97,1976-2014
Pieris brassicae,Large White,2011,1572,1.89,1976-2014
Pieris brassicae,Large White,2012,1598,1.6,1976-2014
Pieris brassicae,Large White,2013,1793,2.26,1976-2014
Pieris brassicae,Large White,2014,1901,1.75,1976-2014
Pieris rapae,Small White,1976,35,1.95,1976-2014
Pieris rapae,Small White,1977,57,1.9,1976-2014
Pieris rapae,Small White,1978,64,2.25,1976-2014
Pieris rapae,Small White,1979,79,2.13,1976-2014
Pieris rapae,Small White,1980,83,1.87,1976-2014
Pieris rapae,Small White,1981,88,1.74,1976-2014
Pieris rapae,Small White,1982,93,2.17,1976-2014
Pieris rapae,Small White,1983,105,1.99,1976-2014
Pieris rapae,Small White,1984,112,2.07,1976-2014
Pieris rapae,Small White,1985,122,1.91,1976-2014
Pieris rapae,Small White,1986,129,2.34,1976-2014
Pieris rapae,Small White,1987,151,1.9,1976-2014
Pieris rapae,Small White,1988,172,1.95,1976-2014
Pieris rapae,Small White,1989,204,2.21,1976-2014
Pieris rapae,Small White,1990,233,2.09,1976-2014
Pieris rapae,Small White,1991,256,1.97,1976-2014
Pieris rapae,Small White,1992,283,2.23,1976-2014
