Species,Common name,Year,No. sites,Collated Index,Time period
Coenonympha pamphilus,Small Heath,1982,89,2.2,1976-2011
Coenonympha pamphilus,Small Heath,1983,105,2.12,1976-2011
Coenonympha pamphilus,Small Heath,1984,111,2.18,1976-2011
Coenonympha pamphilus,Small Heath,1985,113,2,1976-2011
Coenonympha pamphilus,Small Heath,1986,123,2.17,1976-2011
Coenonympha pamphilus,Small Heath,1987,134,2.17,1976-2011
Coenonympha pamphilus,Small Heath,1988,155,2.06,1976-2011
Coenonympha pamphilus,Small Heath,1989,189,2.3,1976-2011
Coenonympha pamphilus,Small Heath,1990,213,2.26,1976-2011
Coenonympha pamphilus,Small Heath,1991,229,2.06,1976-2011
Coenonympha pamphilus,Small Heath,1992,257,2.01,1976-2011
Coenonympha pamphilus,Small Heath,1993,277,1.71,1976-2011
Coenonympha pamphilus,Small Heath,1994,300,1.82,1976-2011
Coenonympha pamphilus,Small Heath,1995,351,1.95,1976-2011
Coenonympha pamphilus,Small Heath,1996,384,2.12,1976-2011
Coenonympha pamphilus,Small Heath,1997,386,2.17,1976-2011
Coenonympha pamphilus,Small Heath,1998,386,1.93,1976-2011
Coenonympha pamphilus,Small Heath,1999,411,1.82,1976-2011
Coenonympha pamphilus,Small Heath,2000,422,1.68,1976-2011
Coenonympha pamphilus,Small Heath,2001,364,1.73,1976-2011
Coenonympha pamphilus,Small Heath,2002,414,1.67,1976-2011
Coenonympha pamphilus,Small Heath,2003,451,2.05,1976-2011
Coenonympha pamphilus,Small Heath,2004,385,2.08,1976-2011
Coenonympha pamphilus,Small Heath,2005,338,2.01,1976-2011
Coenonympha pamphilus,Small Heath,2006,422,1.96,1976-2011
Coenonympha pamphilus,Small Heath,2007,385,1.69,1976-2011
Coenonympha pamphilus,Small Heath,2008,404,1.65,1976-2011
Coenonympha pamphilus,Small Heath,2009,403,1.82,1976-2011
Coenonympha pamphilus,Small Heath,2010,428,2.02,1976-2011
Coenonympha pamphilus,Small Heath,2011,479,2.04,1976-2011
Coenonympha tullia,Large Heath,1990,8,1.84,1976-2011
Coenonympha tullia,Large Heath,1991,5,1.53,1976-2011
Coenonympha tullia,Large Heath,1992,6,1.91,1976-2011
Coenonympha tullia,Large Heath,1993,6,1.74,1976-2011
Coenonympha tullia,Large Heath,1994,7,1.88,1976-2011
Coenonympha tullia,Large Heath,1995,8,1.8,1976-2011
Coenonympha tullia,Large Heath,1996,8,1.97,1976-2011
Coenonympha tullia,Large Heath,1997,8,1.92,1976-2011
Coenonympha tullia,Large Heath,1998,6,1.57,1976-2011
Coenonympha tullia,Large Heath,1999,8,1.84,1976-2011
Coenonympha tullia,Large Heath,2000,5,2.06,1976-2011
Coenonympha tullia,Large Heath,2001,8,2.07,1976-2011
Coenonympha tullia,Large Heath,2002,8,1.82,1976-2011
Coenonympha tullia,Large Heath,2003,12,2.11,1976-2011
Coenonympha tullia,Large Heath,2004,14,2.23,1976-2011
Coenonympha tullia,Large Heath,2005,10,2.22,1976-2011
Coenonympha tullia,Large Heath,2006,12,2.32,1976-2011
Coenonympha tullia,Large Heath,2007,9,2.24,1976-2011
Coenonympha tullia,Large Heath,2008,10,1.9,1976-2011
Coenonympha tullia,Large Heath,2009,12,2.35,1976-2011
Coenonympha tullia,Large Heath,2010,12,2.32,1976-2011
Coenonympha tullia,Large Heath,2011,11,2.37,1976-2011
Aphantopus hyperantus,Ringlet,1976,29,1.44,1976-2011
Aphantopus hyperantus,Ringlet,1977,44,1.14,1976-2011
Aphantopus hyperantus,Ringlet,1978,40,1.3,1976-2011
Aphantopus hyperantus,Ringlet,1979,50,1.56,1976-2011
Aphantopus hyperantus,Ringlet,1980,63,1.75,1976-2011
Aphantopus hyperantus,Ringlet,1981,68,1.83,1976-2011
Aphantopus hyperantus,Ringlet,1982,71,2.05,1976-2011
Aphantopus hyperantus,Ringlet,1983,82,2.02,1976-2011
Aphantopus hyperantus,Ringlet,1984,90,2.07,1976-2011
Aphantopus hyperantus,Ringlet,1985,92,2.02,1976-2011
Aphantopus hyperantus,Ringlet,1986,106,2.1,1976-2011
Aphantopus hyperantus,Ringlet,1987,115,2.12,1976-2011
Aphantopus hyperantus,Ringlet,1988,135,2.01,1976-2011
Aphantopus hyperantus,Ringlet,1989,173,1.99,1976-2011
Aphantopus hyperantus,Ringlet,1990,191,1.93,1976-2011
Aphantopus hyperantus,Ringlet,1991,211,2.14,1976-2011
Aphantopus hyperantus,Ringlet,1992,228,2.15,1976-2011
Aphantopus hyperantus,Ringlet,1993,250,2.07,1976-2011
Aphantopus hyperantus,Ringlet,1994,280,2.11,1976-2011
Aphantopus hyperantus,Ringlet,1995,321,2.12,1976-2011
Aphantopus hyperantus,Ringlet,1996,362,1.92,1976-2011
Aphantopus hyperantus,Ringlet,1997,370,2.07,1976-2011
Aphantopus hyperantus,Ringlet,1998,369,2.04,1976-2011
Aphantopus hyperantus,Ringlet,1999,386,2.15,1976-2011
Aphantopus hyperantus,Ringlet,2000,401,2.19,1976-2011
Aphantopus hyperantus,Ringlet,2001,376,2.07,1976-2011
Aphantopus hyperantus,Ringlet,2002,425,2.12,1976-2011
Aphantopus hyperantus,Ringlet,2003,493,2.22,1976-2011
Aphantopus hyperantus,Ringlet,2004,456,2.09,1976-2011
Aphantopus hyperantus,Ringlet,2005,437,2.08,1976-2011
Aphantopus hyperantus,Ringlet,2006,498,2.12,1976-2011
Aphantopus hyperantus,Ringlet,2007,457,2.06,1976-2011
Aphantopus hyperantus,Ringlet,2008,484,2.19,1976-2011
Aphantopus hyperantus,Ringlet,2009,545,2.3,1976-2011
Aphantopus hyperantus,Ringlet,2010,561,2.26,1976-2011
Aphantopus hyperantus,Ringlet,2011,633,2.2,1976-2011
