Administrative port,Home port,Port letters and numbers,Vessel name,Registry of Shipping and Seamen number,Licence number,Fish producer organisation,Overall length,Registered tonnage,Engine power,Vessel capacity units,Year built,Hull,Country of construction,Licence Category,Shellfish  licence (Y/N),Scallop licence (Y/N)
MALLAIG,UNKNOWN,OB29,RANGER,A12219,40328,WEST OF SCOTLAND FPO LTD,16.76,46,140.31,151.967,1973,W,GBR,OVER 10 METRE,N,N
MALLAIG,UNKNOWN,OB503,MAREATHER,A10536,40041,WEST OF SCOTLAND FPO LTD,18.23,116,369,289.103,1986,W,GBR,OVER 10 METRE,N,N
MILFORD HAVEN,ABERYSTWYTH,AB177,JOANNA,B11272,13074,CORNISH FPO LTD,13.98,30.64,179,149.192,1989,S,GBR,CATEGORY A,N,Y
MILFORD HAVEN,ABERYSTWYTH,AB7,QUAKER,A23803,11141,NON-SECTOR,11.9,22.74,104,106.062,1980,W,FRA,CATEGORY C,Y,N
MILFORD HAVEN,ABERYSTWYTH,AB77,PEN DINAS,C18980,11557,NON-SECTOR,11.98,13.72,94,100.403,2007,W,GBR,CATEGORY C,Y,Y
MILFORD HAVEN,AMLWCH,BS2,MELISSA CLARE,B11782,11433,EASTERN ENGLAND FISH PRODUCERS ORGANISATION LTD,10.75,12.27,122,98.975,1989,S,,CATEGORY A,Y,Y
MILFORD HAVEN,AMLWCH,BS4,SHEMARA,A22088,44594,NON-SECTOR,11.43,12.65,55.18,73.637,1982,F,GBR,CATEGORY B ,Y,N
MILFORD HAVEN,CEMAES BAY,BS14,CADERNID MON,C21063,12926,NON-SECTOR,11.6,12.2,131,104.538,2016,F,GBR,CATEGORY C,Y,Y
MILFORD HAVEN,CONWY,BS115,GWEN PAUL M,C19962,12149,NON-SECTOR,11.08,7.62,294.2,179.48,2011,F,GBR,CATEGORY B ,Y,N
MILFORD HAVEN,HOLYHEAD,CO377,SARAH H,A17592,11655,NON-SECTOR,17.58,46,84,127.985,1939,W,DNK,CATEGORY C,N,N
MILFORD HAVEN,MILFORD HAVEN,BS58,NICOLA FAITH,A24146,11169,NON-SECTOR,10.69,10.89,80,74.591,1987,S,GBR,CATEGORY A,Y,N
MILFORD HAVEN,MILFORD HAVEN,M1,ELLA B I I,C20566,12521,NON-SECTOR,11.15,5.69,220.6,140.191,2014,F,GBR,CATEGORY B ,Y,N
MILFORD HAVEN,MILFORD HAVEN,M177,STEPHANIE,C17604,11123,SOUTH WESTERN FPO LTD,23.98,97,221,243.33,,S,,CATEGORY A,N,Y
MILFORD HAVEN,MILFORD HAVEN,M277,MERCURIUS,A16730,10425,SOUTH WESTERN FPO LTD,27.2,99,221,268.09,1963,S,GBR,CATEGORY A,N,Y
MILFORD HAVEN,MILFORD HAVEN,M38,OUR HAZEL,C20974,12899,NON-SECTOR,11.85,16.96,177,140.915,2017,F,GBR,CATEGORY C,Y,N
MILFORD HAVEN,MILFORD HAVEN,M509,CELTIC,C18051,11704,NON-SECTOR,11.44,27.3,147,143.713,1988,A,GBR,CATEGORY C,Y,N
MILFORD HAVEN,MILFORD HAVEN,M55,FRELSI,C20914,12783,NON-SECTOR,14.89,39.81,145.00,142.678,1983,W,FRA,CATEGORY C,Y,N
MILFORD HAVEN,MILFORD HAVEN,M675,KRAKEN,A22541,11022,NON-SECTOR,11.02,11.32,42,59.564,1961,W,GBR,CATEGORY A,Y,N
MILFORD HAVEN,MILFORD HAVEN,M680,TREVOSE,A21386,13016,CORNISH FPO LTD,11.97,18.46,126.82,114.645,1986,W,GBR,CATEGORY A,Y,N
MILFORD HAVEN,NEW QUAY,AB4,SANDERLING,C19942,11575,NON-SECTOR,11.43,10.13,107,92.27,1979,F,GBR,CATEGORY C,Y,Y
MILFORD HAVEN,PENRHYN,BS8,VALENTE,C17580,11984,NON-SECTOR,43.19,388,537,630.36,2002,S,,CATEGORY A,N,N
MILFORD HAVEN,PWLLHELI,CO18,VECTIS ENTERPRISE,B11395,11410,NON-SECTOR,10.64,8.91,95,87.438,1982,F,GBR,CATEGORY A,Y,Y
MILFORD HAVEN,PWLLHELI,M147,HARMONI,C18074,50151,NON-SECTOR,14.96,59.48,214,190.548,2003,S,GBR,CATEGORY A,N,Y
MILFORD HAVEN,SAUNDERSFOOT,M60,SHAMU,C20597,11379,NON-SECTOR,11.2,642.56,220.6,140.71,2014,F,GBR,CATEGORY A,Y,N
MILFORD HAVEN,SWANSEA,LA8,HEATHER D,B11377,11407,CORNISH FPO LTD,11.6,25.77,187,140.41,1990,S,GBR,CATEGORY A,Y,Y
MILFORD HAVEN,SWANSEA,SA67,CHANNEL SURVEYOR II,B11867,11440,NON-SECTOR,11.55,9.78,131,102.84,1990,F,GBR,CATEGORY C,Y,N
MILFORD HAVEN,UNKNOWN,M91,CALON Y MOR,A20525,42246,NON-SECTOR,11.8,11.64,97,95.57,1983,W,GBR,CATEGORY A,Y,N
MILFORD HAVEN,VIGO,M1033,BAFFIN BAY,B14270,11767,NON-SECTOR,60.82,1871,2461.8,1898.47,1989,S,ESP,CATEGORY C,N,N
MILFORD HAVEN,VIGO,M1033,BAFFIN BAY,B14270,11767,NON-SECTOR,60.82,1871,2461.8,1898.47,1989,S,ESP,EXTERNAL WATERS:  FALKLAND ISLANDS,N,N
MILFORD HAVEN,VIGO,M1033,BAFFIN BAY,B14270,11767,NON-SECTOR,60.82,1871,2461.80,1898.47,1989,S,ESP,EXTERNAL WATERS: FAO AREA 41,N,N
MILFORD HAVEN,VIGO,M1170,ARMAVEN UNO,C18942,12808,WALES AND WEST COAST FPO LTD,31.65,268,661,541.155,1995,S,ESP,CATEGORY A,N,N
NEWLYN,MEVAGISSEY,FH76,GALWAD-Y-MOR,A16924,10448,CORNISH FPO LTD,11.89,24.23,120,108.337,1984,W,GBR,CATEGORY A,Y,N
NEWLYN,MEVAGISSEY,FY10,CELTIC DAWN,A13793,44608,CORNISH FPO LTD,13.45,27.84,128,125.254,1983,F,GBR,CATEGORY A,Y,N
NEWLYN,MEVAGISSEY,FY12,OCEAN HARVEST,A15119,10318,SOUTH WESTERN FPO LTD,11.37,14.66,94,87.666,1985,F,GBR,CATEGORY A,N,Y
NEWLYN,MEVAGISSEY,FY470,IMOGEN,B12021,13069,CORNISH FPO LTD,10.4,24,221,148.018,1991,W,GBR,CATEGORY A,N,N
NEWLYN,MEVAGISSEY,FY91,MANX RANGER,C18951,11829,CORNISH FPO LTD,13.95,37.49,209,170.775,1991,S,GBR,CATEGORY A,N,Y
NEWLYN,NEWLYN,BH9,VALHALLA,B10970,12003,CORNISH FPO LTD,10.7,16.39,169,120.99,1989,W,GBR,CATEGORY A,N,N
NEWLYN,NEWLYN,DH63,SKERRY BELLE,A16340,11631,NON-SECTOR,11.52,10.5,63,77.886,1974,W,GBR,CATEGORY B ,Y,Y
NEWLYN,NEWLYN,DH63,SKERRY BELLE,A16340,11631,NON-SECTOR,11.52,10.5,63,77.886,1974,W,GBR,HANDLINE MACKEREL,Y,Y
NEWLYN,NEWLYN,E9,AMANDA OF LADRAM,C16843,12976,CORNISH FPO LTD,18.27,158,350.5,285.615,2000,S,GBR,CATEGORY A,N,N
NEWLYN,NEWLYN,FH121,BRITANNIA V,A16952,12358,CORNISH FPO LTD,15.15,66,289,215.648,1986,W,GBS,CATEGORY A,N,N
NEWLYN,NEWLYN,FH145,COPIOUS,C19387,44726,SOUTH WESTERN FPO LTD,13.99,28.89,200,153.654,1990,S,GBR,CATEGORY A,N,Y
NEWLYN,NEWLYN,FH24,OCEAN PRIDE,A12538,44439,CORNISH FPO LTD,18.75,131,325,273.938,1987,W,GBR,CATEGORY A,N,N
NEWLYN,NEWLYN,FH444,LILY GRACE,B10669,12406,CORNISH FPO LTD,11.4,29.06,200,149.85,1989,S,GBR,CATEGORY A,Y,Y
NEWLYN,NEWLYN,FH555,DEBBIE V,C21194,13077,CORNISH FPO LTD,11.95,26.93,200,159.31,2017,S,GBR,CATEGORY A,N,Y
NEWLYN,NEWLYN,FY408,LE MEN DU,C20568,12524,SOUTH WESTERN FPO LTD,14.98,52.68,221,194.723,2014,S,GBR,CATEGORY A,N,Y
NEWLYN,NEWLYN,FY83,ELISABETH VERONIQUE,C18729,50193,CORNISH FPO LTD,14.98,51.89,171,155.445,1984,S,FRA,CATEGORY A,N,N
NEWLYN,NEWLYN,FY97,GALATEA,A17221,12977,CORNISH FPO LTD,11.95,26.72,221,152.628,1984,F,GBR,CATEGORY A,N,N
NEWLYN,NEWLYN,PW156,SERENE DAWN,B11292,12619,CORNISH FPO LTD,11.86,27.57,187,138.706,1989,F,GBR,CATEGORY A,Y,N
NEWLYN,NEWLYN,PW201,ATHENA M,A24704,11215,NON-SECTOR,14.1,42.63,205,166.134,1988,W,GBR,CATEGORY A,Y,N
NEWLYN,NEWLYN,PW788,DELTA DAWN III,B13197,44755,CORNISH FPO LTD,12.23,26.43,160,133.639,1992,W,GBR,CATEGORY A,Y,N
NEWLYN,NEWLYN,PZ10,KAREN N,C19001,11101,CORNISH FPO LTD,23.13,121,221,244.938,1990,,POL,CATEGORY A,N,Y
NEWLYN,NEWLYN,PZ100,ELIZABETH N,C16184,11768,CORNISH FPO LTD,22.82,100,221,241.39,1984,S,NLD,CATEGORY A,N,Y
NEWLYN,NEWLYN,PZ1001,RESURGAM,A21569,10903,CORNISH FPO LTD,26.22,134,447,374.202,1969,S,NLD,CATEGORY A,N,Y
NEWLYN,NEWLYN,PZ101,LOUISA N,B11802,13014,CORNISH FPO LTD,23.12,125,221,244.875,1990,S,POL,CATEGORY A,N,N
NEWLYN,NEWLYN,PZ1053,ST GEORGES,A18835,13042,CORNISH FPO LTD,34.78,237,708.5,579.675,1973,S,NLD,CATEGORY A,N,Y
NEWLYN,NEWLYN,PZ110,IMOGEN III,C20459,12413,CORNISH FPO LTD,14.5,39.04,220,175.85,1986,S,FRA,CATEGORY A,N,N
NEWLYN,NEWLYN,PZ115,SAPPHIRE II,C20294,12290,CORNISH FPO LTD,26.5,180,597,467.4,1981,S,NLD,CATEGORY A,N,N
NEWLYN,NEWLYN,PZ1196,SILVER DAWN,C17466,12639,CORNISH FPO LTD,18.02,130,357,273.275,2001,S,GBR,CATEGORY A,Y,Y
NEWLYN,NEWLYN,PZ1196,SILVER DAWN,C17466,12639,CORNISH FPO LTD,18.02,130,357,273.275,2001,S,GBR,NORTHERN ALBACORE TUNA,Y,Y
NEWLYN,NEWLYN,PZ137,TWILIGHT III,A21621,10916,CORNISH FPO LTD,29.1,141,597,465.948,1969,S,NLD,CATEGORY A,N,Y
NEWLYN,NEWLYN,PZ15,CAPRIOLE,C18976,11459,NON-SECTOR,10.35,3.94,184.00,117.679,1989,F,,CATEGORY A,N,N
NEWLYN,NEWLYN,PZ181,MAYFLOWER,C20582,12538,SOUTH WESTERN FPO LTD,14,25.16,221,169.45,2014,F,GBR,CATEGORY A,N,N
NEWLYN,NEWLYN,PZ182,ASTHORE,C19834,12057,SOUTH WESTERN FPO LTD,13.92,31.95,221,170.72,2010,F,GBR,CATEGORY A,N,N
NEWLYN,NEWLYN,PZ182,ASTHORE,C19834,12057,SOUTH WESTERN FPO LTD,13.92,31.95,221,170.72,2010,F,GBR,DEEP SEA SPECIES,N,N
NEWLYN,NEWLYN,PZ191,WILLIAM SAMPSON STEVENSON,A21655,10921,CORNISH FPO LTD,28.24,142,611,466.982,1969,S,UNK,CATEGORY A,N,Y
NEWLYN,NEWLYN,PZ193,TREVESSA IV,A21657,12907,CORNISH FPO LTD,26.15,135,634,459.198,1969,S,NLD,CATEGORY A,N,Y
NEWLYN,NEWLYN,PZ198,AALTJE ADRIAANTJE,A21662,10928,CORNISH FPO LTD,28.6,125,493,404.89,1967,S,NLD,CATEGORY A,N,Y
NEWLYN,NEWLYN,PZ199,ALGRIE,A21663,10929,CORNISH FPO LTD,26.2,121,515,400.216,1968,S,NLD,CATEGORY A,N,Y
NEWLYN,NEWLYN,PZ329,HARVEST REAPER,B10024,12393,CORNISH FPO LTD,11.88,31.48,221,157.424,1988,S,GBR,CATEGORY A,N,N
NEWLYN,NEWLYN,PZ36,AJAX,A11611,44273,CORNISH FPO LTD,18.28,144,373,290.874,1988,S,GBR,CATEGORY A,N,N
NEWLYN,NEWLYN,PZ45,GALILEE,A12411,44421,CORNISH FPO LTD,14.95,43.77,231,186.923,1969,W,GBR,CATEGORY A,N,N
NEWLYN,NEWLYN,PZ476,LISA JACQUELINE STEVENSON,A21802,10949,CORNISH FPO LTD,24.2,112,447,356.514,1973,S,NLD,CATEGORY A,N,Y
NEWLYN,NEWLYN,PZ498,STELISSA,C20296,12312,CORNISH FPO LTD,20.6,140,289,263.95,1991,S,FRA,CATEGORY A,Y,N
NEWLYN,NEWLYN,PZ498,STELISSA,C20296,12312,CORNISH FPO LTD,20.6,140,289,263.95,1991,S,FRA,NORTHERN ALBACORE TUNA,Y,N
NEWLYN,NEWLYN,PZ512,CORNISHMAN,A18877,12902,CORNISH FPO LTD,32.82,208.2,634,532.106,1971,S,NLD,CATEGORY A,N,Y
NEWLYN,NEWLYN,PZ532,BILLY ROWNEY,A21833,11929,CORNISH FPO LTD,31.86,187,731,567.9,1973,S,NLD,CATEGORY A,N,Y
NEWLYN,NEWLYN,PZ542,FILADELFIA,A21839,10956,CORNISH FPO LTD,26.26,131,611,448.266,1969,S,DNK,CATEGORY A,N,Y
NEWLYN,NEWLYN,PZ6,GIRL PAMELA,A21542,10899,CORNISH FPO LTD,11.48,17.04,94,94.878,1988,U,GBR,CATEGORY A,Y,N
NEWLYN,NEWLYN,PZ63,GOLDEN HARVEST,A21782,12158,CORNISH FPO LTD,14.9,33.16,202,172.85,1972,F,UNK,CATEGORY A,Y,N
NEWLYN,NEWLYN,PZ78,JAMES R.H. STEVENSON,A21587,11933,CORNISH FPO LTD,29.8,153,608,470.28,1969,S,DNK,CATEGORY A,N,Y
NEWLYN,NEWLYN,PZ81,LYONESSE,C19265,10957,CORNISH FPO LTD,11.99,18.09,348,218.948,2008,F,GBR,CATEGORY A,Y,N
NEWLYN,NEWLYN,PZ88,VIKING,C18747,12611,NON-SECTOR,10.01,6.41,187,119.585,1995,F,GBR,CATEGORY A,Y,N
NEWLYN,NEWLYN,SS19,RIPPLE,C18453,10650,NON-SECTOR,13.35,18.18,75,86.215,1896,W,GBR,CATEGORY A,N,N
NEWLYN,NEWLYN,SS28,LAMORNA,A24806,11222,CORNISH FPO LTD,11.93,13.28,94,94.911,1986,W,GBR,CATEGORY A,Y,N
NEWLYN,NEWLYN,SS284,YGRAINE,A23194,12565,CORNISH FPO LTD,11.95,32.82,205,153.792,1981,F,GBR,CATEGORY A,Y,N
NEWLYN,NEWLYN,SS774,PELAGIC MARKSMAN,C20879,12869,INTERFISH,14.96,44.49,280,215.76,2016,F,GBR,CATEGORY A (PELAGIC),N,N
NEWLYN,NEWLYN,TO30,NIMROD,C19444,13029,CORNISH FPO LTD,14.96,45.61,168,160.872,2009,S,GBR,CATEGORY C,Y,N
NEWLYN,NEWLYN,TO40,INTUITION,B14502,40899,NON-SECTOR,17.98,114,180,197.331,1995,F,GBR,CATEGORY C,Y,N
NEWLYN,NEWLYN,TO60,EMMA LOUISE,C20222,12239,CORNISH FPO LTD,16.42,106,164.00,175.604,2012,S,GBR,CATEGORY C,Y,N
NEWLYN,NEWQUAY,PZ30,LOYAL PARTNER,A21558,10901,CORNISH FPO LTD,10.65,8,96,76.108,1982,F,GBR,CATEGORY A,Y,N
NEWLYN,NEWQUAY,SS84,THREE JAYS,B10151,12464,NON-SECTOR,11.05,9.81,117,97.403,1989,F,GBR,CATEGORY A,Y,N
NEWLYN,PADSTOW,PW177,HARVEST REAPER,A11511,40831,CORNISH FPO LTD,17,78,191,180.3,1975,W,GBR,CATEGORY A,N,Y
NEWLYN,PADSTOW,PW177,HARVEST REAPER,A11511,40831,CORNISH FPO LTD,17,78,191,180.3,1975,W,GBR,NORTHERN ALBACORE TUNA,N,Y
NEWLYN,PADSTOW,PW26,DESTINY,A21902,12937,SOUTH WESTERN FPO LTD,11.87,25.44,175,143.56,1982,W,GBR,CATEGORY A,Y,N
NEWLYN,PADSTOW,PW377,ASTERIA,B14549,13025,CORNISH FPO LTD,16.04,74,195.87,179.57,1995,W,GBR,CATEGORY A,Y,N
NEWLYN,PADSTOW,TH177,ICHTHUS,B12291,44745,NON-SECTOR,12.2,25.65,187.00,141.49,1990,F,GBR,CATEGORY B ,Y,N
NEWLYN,PASAJES,SS118,CRYSTAL SEA,C19425,12723,CORNISH FPO LTD,21.22,191,485,366.79,2008,S,GBS,CATEGORY A,N,N
NEWLYN,PENZANCE,PZ183,VESTA,C21050,13020,SOUTH WESTERN FPO LTD,13.7,26.74,221,168.087,2015,F,GBR,CATEGORY A,N,N
NEWLYN,PORT ISAAC,PW364,ORCADES II,C17554,10897,CORNISH FPO LTD,12.19,5.04,456,251.034,2002,F,GBR,CATEGORY A,Y,N
NEWLYN,PORTLOE,FY17,KINGFISHER,A17164,10479,SOUTH WESTERN FPO LTD,10.3,11.56,95,86.113,1983,W,GBR,CATEGORY A,N,Y
NEWLYN,RIVER FAL - FALMOUTH,FH12,MOREL MARGH,B11206,11376,CORNISH FPO LTD,10.93,12.73,213,149.626,1989,S,GBR,CATEGORY A,N,Y
NEWLYN,RIVER FAL - FALMOUTH,FH207,GOLDEN FLEECE II,C18947,40944,CORNISH FPO LTD,14.95,42.24,221,186.758,2007,S,GBR,CATEGORY A,N,Y
NEWLYN,RIVER FAL - FALMOUTH,FH723,HARVESTER II,C18225,11915,CORNISH FPO LTD,11.83,16.29,162,134.416,2004,F,GBR,CATEGORY A,Y,N
NEWLYN,RIVER FAL - FALMOUTH,FH729,JACQUELINE ANNE,C18609,11961,CORNISH FPO LTD,10.94,12.04,218,149.846,2005,S,GBR,CATEGORY A,N,Y
NEWLYN,SCILLY ISLES,SC11,VICTORY OF HELFORD,A22385,11000,CORNISH FPO LTD,10.73,7.36,103,83.047,1975,W,GBR,CATEGORY A,Y,N
NEWLYN,UNKNOWN,E22,JOY OF LADRAM,C20364,12346,CORNISH FPO LTD,20.4,109,405,318.93,1988,S,FRA,CATEGORY A,Y,N
NEWLYN,UNKNOWN,FH38,SANTA MARIA IV,A24226,44685,NON-SECTOR,11.22,20.4,126,108.649,1979,W,GBR,CATEGORY A,N,N
NEWLYN,UNKNOWN,PW3,KAREN OF LADRAM,B14912,12552,CORNISH FPO LTD,20.84,177,388,317.562,1996,S,GBR,CATEGORY A,N,N
NEWLYN,UNKNOWN,PW45,CHARISMA,A10262,10027,CORNISH FPO LTD,16.6,159,268,221.03,1988,W,GBR,CATEGORY A,Y,N
NEWLYN,UNKNOWN,PW45,CHARISMA,A10262,10027,CORNISH FPO LTD,16.6,159,268,221.03,1988,W,GBR,NORTHERN ALBACORE TUNA,Y,N
NEWLYN,UNKNOWN,PZ51,GOVENEK OF LADRAM,A13184,12032,CORNISH FPO LTD,22.65,198,384,330.897,1986,W,GBR,CATEGORY A,Y,N
NEWLYN,UNKNOWN,SC12,TEGEN MOR II,B11758,40430,NON-SECTOR,10.8,10.91,94.74,85.833,1990,F,GBR,CATEGORY B ,Y,Y
NEWLYN,UNKNOWN,TO50,HARRIET EVE,C20970,12838,NON-SECTOR,14.97,62.33,187,176.964,2016,S,GBR,CATEGORY A,Y,N
NORTH SHIELDS,AMBLE,BH227,NIMROD,B10407,12721,ANGLO-SCOTTISH FPO LTD,16.5,95,289,230.7,1989,W,GBR,CATEGORY A,N,N
NORTH SHIELDS,AMBLE,BH57,PROVIDER,B11180,11370,ANGLO-SCOTTISH FPO LTD,10.87,15.82,134.28,107.602,1989,W,GBR,CATEGORY A,Y,N
NORTH SHIELDS,AMBLE,BH92,FIDELITY,A10752,11676,ANGLO-SCOTTISH FPO LTD,16.73,69,272,213.578,1975,W,GBR,CATEGORY A,N,N
NORTH SHIELDS,BLYTH,BH155,BORDER QUEEN,A14529,10195,NON-SECTOR,11.03,6.91,68,69.646,1979,W,GBR,CATEGORY A,Y,N
NORTH SHIELDS,BLYTH,BH174,HARTLEY,A14545,10198,NON-SECTOR,11.22,9.4,100,85.392,1980,W,GBR,CATEGORY A,Y,N
NORTH SHIELDS,HARTLEPOOL,BH212,CONSTANT FRIEND,A14569,44321,SCOTTISH FISHERMENS ORGANISATION,11.29,8.21,81,77.207,1958,W,GBR,CATEGORY B ,N,N
NORTH SHIELDS,HARTLEPOOL,HL11,J.J.,C16411,12219,ANGLO-SCOTTISH FPO LTD,11.52,15.56,126,105.084,1998,F,GBR,CATEGORY A,Y,N
NORTH SHIELDS,NORTH SHIELDS,BH456,AQUARIUS II,C17382,12751,THE FIFE FPO LTD,14.94,51.91,294,220.446,2001,S,GBR,CATEGORY A,N,N
NORTH SHIELDS,NORTH SHIELDS,BK532,FREEDOM B,C20609,12563,NON-SECTOR,10.67,7.37,276.02,165.822,2014,F,GBR,CATEGORY B ,Y,N
NORTH SHIELDS,NORTH SHIELDS,BK532,FREEDOM B,C20609,12563,NON-SECTOR,10.67,7.37,276.02,165.822,2014,F,GBR,NORTHERN ALBACORE TUNA,Y,N
NORTH SHIELDS,NORTH SHIELDS,BK83,NONAKIE,C18382,11491,NON-SECTOR,11.35,6.33,207,133.556,2005,F,GBR,CATEGORY C,Y,N
NORTH SHIELDS,NORTH SHIELDS,E104,ANSGAR,C19094,12851,LOWESTOFT FPO LTD,36.6,435,1250,884.58,2002,S,ESP,CATEGORY A,N,N
NORTH SHIELDS,NORTH SHIELDS,FD522,AYR DAWN,A19033,44660,ANGLO-NORTH IRISH FPO LTD,31.26,226,393,395.983,1966,S,GBR,CATEGORY A,Y,N
NORTH SHIELDS,NORTH SHIELDS,FD522,AYR DAWN,A19033,44660,ANGLO-NORTH IRISH FPO LTD,31.26,226,393,395.983,1966,S,GBR,DEEP SEA SPECIES,Y,N
NORTH SHIELDS,NORTH SHIELDS,FD525,SANAMEDIO,C19165,10782,ANGLO-NORTH IRISH FPO LTD,36,317,800,637.2,1994,S,ESP,CATEGORY A,N,N
NORTH SHIELDS,NORTH SHIELDS,FD525,SANAMEDIO,C19165,10782,ANGLO-NORTH IRISH FPO LTD,36,317,800,637.2,1994,S,ESP,DEEP SEA SPECIES,N,N
NORTH SHIELDS,NORTH SHIELDS,FD526,UDRA,C18989,41113,ANGLO-NORTH IRISH FPO LTD,35,355,640,575,1988,S,ESP,CATEGORY A,N,N
NORTH SHIELDS,NORTH SHIELDS,FD526,UDRA,C18989,41113,ANGLO-NORTH IRISH FPO LTD,35,355,640.00,575,1988,S,ESP,DEEP SEA SPECIES,N,N
NORTH SHIELDS,NORTH SHIELDS,FD527,PORT OF AYR,B13822,44763,ANGLO-NORTH IRISH FPO LTD,31.12,254,551,476.682,1974,S,ESP,CATEGORY A,Y,N
NORTH SHIELDS,NORTH SHIELDS,FD527,PORT OF AYR,B13822,44763,ANGLO-NORTH IRISH FPO LTD,31.12,254,551,476.682,1974,S,ESP,DEEP SEA SPECIES,Y,N
NORTH SHIELDS,NORTH SHIELDS,FD528,PIEDRAS,C17796,40777,ANGLO-NORTH IRISH FPO LTD,35.5,295,500,491.25,1976,S,ESP,CATEGORY A,N,N
NORTH SHIELDS,NORTH SHIELDS,FD528,PIEDRAS,C17796,40777,ANGLO-NORTH IRISH FPO LTD,35.5,295,500,491.25,1976,S,ESP,DEEP SEA SPECIES,N,N
NORTH SHIELDS,NORTH SHIELDS,FD528,PIEDRAS,C17796,40777,ANGLO-NORTH IRISH FPO LTD,35.5,295,500.00,491.25,1976,S,ESP,EXTERNAL WATERS:  NEAFC,N,N
NORTH SHIELDS,NORTH SHIELDS,FD529,O GENITA,C18981,41121,ANGLO-NORTH IRISH FPO LTD,33.3,315,735.5,564.408,1977,S,ESP,CATEGORY A,N,N
NORTH SHIELDS,NORTH SHIELDS,FD529,O GENITA,C18981,41121,ANGLO-NORTH IRISH FPO LTD,33.3,315,735.5,564.408,1977,S,ESP,DEEP SEA SPECIES,N,N
NORTH SHIELDS,NORTH SHIELDS,FD85,MAR BLANCO,B13307,44757,ANGLO-NORTH IRISH FPO LTD,39.82,349,644,608.36,1989,S,ESP,CATEGORY A,Y,N
NORTH SHIELDS,NORTH SHIELDS,FD85,MAR BLANCO,B13307,44757,ANGLO-NORTH IRISH FPO LTD,39.82,349,644,608.36,1989,S,ESP,DEEP SEA SPECIES,Y,N
NORTH SHIELDS,NORTH SHIELDS,FD9,BRISAN,A10122,44016,ANGLO-NORTH IRISH FPO LTD,35.7,286,529,488.307,1961,S,GBR,CATEGORY A,N,N
NORTH SHIELDS,NORTH SHIELDS,FD9,BRISAN,A10122,44016,ANGLO-NORTH IRISH FPO LTD,35.7,286,529,488.307,1961,S,GBR,DEEP SEA SPECIES,N,N
NORTH SHIELDS,NORTH SHIELDS,GY199,KRISTENBORG,C17723,10531,EASTERN ENGLAND FISH PRODUCERS ORGANISATION LTD,19.01,70,294,234.954,1973,W,DNK,CATEGORY A,N,N
NORTH SHIELDS,NORTH SHIELDS,HL200,TINGANES,C20666,12602,ANGLO-SCOTTISH FPO LTD,14.25,24.75,175,143.445,1987,W,DNK,CATEGORY A,N,N
NORTH SHIELDS,NORTH SHIELDS,HL41,LADY PEARL,A17974,12235,ANGLO-SCOTTISH FPO LTD,14.04,17.09,127,127.35,1971,W,GBR,CATEGORY A,N,N
NORTH SHIELDS,NORTH SHIELDS,PH63,SOLI DEO GLORIA,C18314,41070,LOWESTOFT FPO LTD,44.98,546,1500,1079.82,1987,S,GBR,CATEGORY A,N,N
NORTH SHIELDS,NORTH SHIELDS,PW447,LOUWE SENIOR,C17457,12752,THE FIFE FPO LTD,36.6,432,1250,884.58,2001,S,ESP,CATEGORY A,N,N
NORTH SHIELDS,NORTH SHIELDS,PZ657,OUR ANNA,C16271,40802,THE FIFE FPO LTD,40.2,465,1450,1014.3,1992,S,NLD,CATEGORY A,N,N
NORTH SHIELDS,NORTH SHIELDS,R7,SCARLET CORD,C20477,12438,NORTH SEA FISHERMENS ORGANISATION LTD,10.39,10.49,338,203.427,2013,F,GBR,CATEGORY A,Y,N
NORTH SHIELDS,NORTH SHIELDS,RN1,SOLA FIDE,B14900,40783,LOWESTOFT FPO LTD,43.97,527,1500,1070.73,1989,S,NLD,CATEGORY A,N,N
NORTH SHIELDS,NORTH SHIELDS,SN100,DIAMOND D,A13042,40621,SCOTTISH FISHERMENS ORGANISATION,16.77,48,172,170.977,1973,W,GBR,CATEGORY A,N,N
NORTH SHIELDS,NORTH SHIELDS,SN12,TRUSTFUL,A10048,13109,NON-SECTOR,11.43,20.81,82,92.678,1969,W,GBR,CATEGORY A,Y,N
NORTH SHIELDS,NORTH SHIELDS,SN36,LUC,A22991,11072,ANGLO-SCOTTISH FPO LTD,17.8,69,171,180.546,1980,S,GBR,CATEGORY A,N,N
NORTH SHIELDS,NORTH SHIELDS,SN45,NORTH EASTERN,A14439,11605,ANGLO-SCOTTISH FPO LTD,11.51,8.03,89.00,81.141,1983,W,GBR,CATEGORY A,Y,N
NORTH SHIELDS,NORTH SHIELDS,SN79,MADALIA,A22597,40389,SCOTTISH FISHERMENS ORGANISATION,14.99,41.16,242,192.094,1972,W,GBR,CATEGORY A,N,N
NORTH SHIELDS,SEAHAM,SD36,BOYS OWN,B10351,10736,NON-SECTOR,11.25,6.91,59,61.425,,W,GBR,CATEGORY B ,Y,N
NORTH SHIELDS,SEAHAM,SD47,TINA,C18389,10492,NON-SECTOR,11.25,14.02,62,73.912,1973,W,DNK,CATEGORY A,Y,N
NORTH SHIELDS,SEAHOUSES,BK10,GLAD TIDINGS VII,C17596,11425,NON-SECTOR,11.6,7.19,467,256.55,2002,F,GBR,CATEGORY C,Y,N
